User Code,Video Code,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max,total_survey,total_I/N
1,11,-1.358034574,-1.219936111,0,-1.449501471,-1.222259675,-1.221532575,-1.090350869,-0.425952622,0.325417886,0.40824829,0,-0.40824829,-0.011448964,0.903651131,0.738270507,1.910825868,-0.522232968,-0.40824829,0.40824829,0.632455532,0.632455532,1.641977905,1.048780438,-0.277350098,2.025264159,1.448706809,1.59992501,0.814628593,-0.660374196,0.24357913,-0.786288773,-1.232963554,-0.83776434,-0.437296739,0.461395565,-0.483059775,0.663116756,-0.725895869,-1.450624396,-0.946303834,-0.028040949,-0.522462073,0.11017126,0.051213228,0.675019996,0.028700422,0.148257373,0.243157238,-0.118068367,2.07,0
1,12,-1.269501104,-0.70787227,0,-1.449501471,-1.496182804,-1.38144718,-0.233536707,-1.164123692,-1.09476326,0.40824829,0,-0.40824829,-2.576016916,-0.592717408,0.161290819,1.258481609,-0.522232968,-0.40824829,0.40824829,0.632455532,0.632455532,2.042057408,1.266047647,-0.277350098,2.025264159,2.392050778,1.947195555,1.505828611,-0.835174259,-0.265060849,-0.543876563,-1.237977072,-0.859051857,-0.389218337,0.116831826,-1.029008146,0.066864417,-0.527591826,-1.533123428,-1.360665957,-0.625107919,-1.142520695,-0.093036241,-0.204269485,0.125490736,-0.129434149,-0.005157574,-0.057645721,-0.423503196,4.47,1
1,13,-0.863307555,-0.650011821,0,-0.184675256,-0.640173026,-0.911110105,0.657327653,-0.998809718,-1.391360564,0.40824829,0,-0.40824829,-0.011448964,0.178139112,1.223530464,1.38319088,-0.522232968,2.449489743,0.40824829,0.632455532,0.632455532,0.621584502,0.854805265,-0.277350098,0.736459694,0.50536284,0.558113376,0.814628593,-0.968007432,-0.968820122,-1.200405892,-0.811152423,-0.951513932,-0.760962958,1.044433882,-1.333434592,-1.159335366,-1.06466222,-0.579008201,-0.845997473,-1.333229402,0.205290328,-0.581364386,-0.590307546,-0.002732758,-0.3214547,-0.479349228,-0.997654967,-1.095459818,3.2,0
1,14,1.474119098,2.638209668,0,0.41053708,0.48975988,1.120746059,2.625290109,-0.536215149,-0.544954639,0.40824829,0,-0.40824829,-0.011448964,-0.592717408,-1.541575152,-0.465218967,-0.522232968,-0.40824829,-2.449489743,-1.58113883,-1.58113883,-0.833680663,-0.188949862,-0.277350098,-1.196747003,-0.909653113,-0.483698259,0.123428575,-0.529102112,1.228878605,1.270811554,-1.103006305,-0.905110105,-0.834307408,-0.380839775,-0.799228415,-0.126570318,0.956904332,-1.381018108,-1.207012142,0.058067182,-1.431940048,0.112448552,-0.14041242,0.491843576,0.068234065,-0.074891641,-0.161046738,0.716786831,3.2,0
2,1,-0.520676558,-0.439070172,0,-1.449098037,-0.789683678,-0.463449391,-0.588793343,-1.616487142,-1.509560699,-2.449489743,0,-0.606976979,-1.317813773,2.286396799,-1.626978704,1.913513451,-0.866025404,-2.022599587,-1.292486066,-1.212678125,0,-1.306566284,0.439674611,-0.277350098,-1.270977819,-1.481560241,-1.242068856,0.453003009,2.226171022,-0.001831108,-1.370727123,2.774390651,2.987340482,2.666981412,-1.605644701,1.649088411,2.752875946,-1.063377009,-0.014493179,0.577457247,1.623363731,2.663930966,-2.149107596,2.427451588,-2.007353281,-2.348216468,-2.002985488,-1.65165301,-0.597454777,5.33,1
2,2,-0.304099477,-0.202921308,0,-1.449098037,-1.239910572,-0.463449391,-0.510990978,-2.137617217,-2.025868292,-2.449489743,0,-1.820930936,-2.228894899,0.283295723,-2.45880173,1.942657434,-0.866025404,-2.022599587,-2.356886356,-2.9104275,0,-2.224015546,-0.142503896,-0.277350098,-2.118296364,-2.383379518,-2.157277487,-1.057007022,0.447977333,-0.422932529,-1.102783353,-0.156749742,0.738507097,1.126189116,-2.171240889,-0.812035133,1.261523259,-1.085326795,-1.354581884,-1.663568995,-1.675743703,-0.375362186,-2.513714469,2.265328384,-1.689633189,-2.445170542,-2.689713883,-2.785271057,0.045563589,2.13,0
2,3,0.223152493,-0.052705338,0,0.450468678,0.460946581,1.085196311,-0.18902543,-0.663608865,-0.30450025,0.40824829,0,-1.820930936,-1.317813773,0.283295723,0.049464681,-0.200102043,-0.866025404,-0.134839972,-0.228085776,0.48507125,0,0.371821311,0.316259006,-0.277350098,0.423659273,0.322078313,0.588348405,-0.151001003,-1.435737359,-0.6502659,-0.862460846,-1.556552572,-1.308011684,-1.206487291,0.45343706,-2.132420141,-1.044563629,-0.725309555,-1.747517071,-2.436759243,-1.744322452,-0.425307659,-0.080877005,-0.254763193,-0.698435342,0.061970124,-0.027466549,-0.198073307,-0.636661243,6.53,1
2,4,-0.213351587,-0.113631316,0,0.450468678,0.460946581,-0.249843088,1.805511698,1.013838919,0.519819852,0.40824829,0,0.606976979,0.618233622,-0.397758642,0.728392931,-1.313163153,1.154700538,0.809039835,0.836314513,0.48507125,0,0.18774246,-1.045402343,-0.277350098,0.423659273,0.322078313,-0.326860225,-0.151001003,-0.251967217,-0.6213303,-0.462177395,0.25426063,-0.040864674,-0.307416386,0.665006583,0.305296543,-0.497459623,-0.119552577,0.733812772,0.540522298,0.235667951,-0.007991286,0.515853859,-0.546624938,0.655434945,0.459952828,0.460232264,0.499430076,0.870701739,1.8,0
2,5,-0.37531013,-0.440090613,0,0.450468678,-0.389481995,-0.703756483,-0.475495889,0.166974415,-0.666877587,0.40824829,0,0.606976979,0.618233622,0.283295723,0.692704034,-0.95633065,1.154700538,0.809039835,0.836314513,0.48507125,0,0.463376196,-0.412570526,-0.277350098,0.423659273,0.322078313,0.588348405,0.453003009,0.757558484,0.657403293,-0.239903188,0.51367867,0.174561769,0.585005732,0.717347191,0.139526709,-0.517658783,-0.311222506,1.090892767,0.312635433,-0.199951661,-0.323166996,0.04413994,-0.71887664,0.112828955,0.169086955,0.049705394,-0.1740322,-1.750916371,5.67,1
2,6,-0.137305713,-0.201569696,0,-2.056959386,-0.389481995,0.631282916,-0.415978873,-0.674975846,0.576780797,0.40824829,0,-1.820930936,-1.317813773,-1.038750986,0.131102929,0.398033183,-0.866025404,-0.134839972,-0.228085776,0.48507125,2.645751311,1.462464018,2.716242557,-0.277350098,0.423659273,1.22389759,1.503557036,1.661011034,-1.801821971,-1.391406789,-0.859526835,-1.37092916,-0.986838041,-1.482291546,-0.416393228,-1.240825763,-0.853318784,-0.723358031,-1.695360717,-0.88532965,-0.788605746,-1.252887735,0.326777851,0.094644002,-0.988543961,0.314498271,0.433214854,0.450543312,-0.349014389,1.73,0
2,7,-0.384836065,-0.396107563,0,0.450468678,-0.389481995,-0.249843088,-0.511349514,1.098519808,0.257914022,0.40824829,0,0.606976979,0.618233622,-1.719805352,0.698305893,-0.692535967,1.154700538,0.809039835,0.836314513,0.48507125,0,-0.012332456,-1.270009892,-0.277350098,0.423659273,0.322078313,-0.326860225,-1.661011034,1.063728553,2.775696534,1.497724503,0.019901343,-0.51717105,0.042837686,0.516603971,0.98202333,0.740007606,2.828348289,1.208026645,0.553626594,0.594304835,-0.331511455,0.337398466,-0.551329516,1.259916746,0.376217887,0.34115157,0.28244116,-1.477900442,6,1
2,8,-0.317833135,-0.423447159,0,0.450468678,0.460946581,-0.249843088,-0.415978873,0.605498081,-0.189875179,0.40824829,0,0.606976979,0.618233622,-1.038750986,0.883698884,-1.241554196,1.154700538,0.809039835,0.836314513,0.48507125,0,0.337822187,-0.476312773,-0.277350098,0.423659273,0.322078313,0.13074409,0.453003009,0.748065813,0.897293705,-0.924675302,0.569377498,0.561642856,0.540736956,1.60371113,0.915838069,-0.015184086,-0.766690782,0.502854248,1.257241393,1.210424329,-0.584443377,0.582589525,-0.751856117,1.367719353,0.542710894,0.569838263,0.514325238,-0.206011592,5.4,1
2,9,3.470754259,3.427243379,0,1.742174045,2.91218189,2.847448318,2.68930354,0.61312878,0.161848302,0.40824829,0,0.606976979,0.618233622,0.283295723,-0.942881977,0.792655931,1.154700538,-1.07871978,-1.292486066,-1.212678125,-2.645751311,-1.601812429,-0.492842201,-0.277350098,-2.118296364,-1.481560241,-1.242068856,-1.96301304,-0.65871683,-0.934819152,1.519374588,-0.362272353,-0.793124942,-0.496309483,-0.946666783,-0.203745777,-0.253027136,0.858940823,0.330036168,-0.150023175,-0.226879326,-0.421931466,1.030335166,-0.380494545,1.157014258,0.854666211,0.944052851,1.211554913,2.025006554,2.6,0
2,10,0.286028272,0.714308785,0,0.450468678,0.460946581,-0.249843088,0.867939419,0.214299929,1.532986107,0.40824829,0,0.606976979,0.618233622,0.964350089,-0.181488329,0.27635116,-0.866025404,-0.134839972,-0.228085776,0.48507125,0,-0.058403942,0.416058645,-0.277350098,0.423659273,0.322078313,0.13074409,0.151001003,0.123265143,0.913566322,0.345399822,-0.173487092,-0.218561456,-0.113231003,0.930627885,-0.228417399,-0.152990855,0.078085043,-0.65718708,0.449870218,-0.14596402,1.73058294,0.341613279,-0.239982786,-0.023914294,0.370960213,0.34115157,0.343961426,0.190150508,3.87,1
2,11,-0.679159178,-0.517451405,0,-0.841236688,-1.239910572,-1.157669879,-0.625005503,0.189226682,1.10707467,0.40824829,0,0.606976979,0.618233622,-1.038750986,1.002241265,-0.671338254,1.154700538,0.809039835,0.836314513,0.48507125,0,1.233144081,0.430354796,3.605551275,1.270977819,1.22389759,1.503557036,0.755005015,-0.001525866,-0.34576335,0.725120617,0.425950469,0.269422177,-0.10708148,0.479343577,0.497418144,0.228742246,0.330651951,0.651619774,0.592921824,0.280584002,0.272136315,0.703855359,-0.639419336,0.417096369,0.600545306,0.66131294,0.709928133,1.107578531,4.73,1
2,12,-0.284221931,-0.3910129,0,0.450468678,-0.389481995,-0.249843088,-0.523539746,1.650061435,1.461099348,0.40824829,0,0.606976979,0.618233622,0.964350089,0.810854412,-0.674517422,-0.866025404,0.809039835,0.836314513,0.48507125,0,0.040695165,-1.44454709,-0.277350098,0.423659273,0.322078313,-0.326860225,-0.755005015,-0.03489746,-0.317597856,1.663048667,0.335917159,-0.008047048,0.085493201,0.38176004,1.19316827,0.157585115,0.95450398,1.326497012,0.849241608,1.457834568,-0.896013156,0.73767932,-0.76241057,0.485698027,0.649616929,0.65299706,0.722547675,0.252702419,5.4,1
2,13,-0.674057689,-0.620950572,0,0.450468678,-0.389481995,-1.157669879,-0.56512995,-0.170979889,-0.787174262,0.40824829,0,0.606976979,0.618233622,-0.397758642,0.554993001,0.262294729,-0.866025404,0.809039835,0.836314513,0.48507125,0,0.58575875,0.322494512,-0.277350098,0.423659273,0.322078313,0.588348405,1.057007022,-0.761445504,-0.436816939,-0.371081217,-0.468983267,-0.666413166,-0.850069766,0.020489217,-0.911043695,-1.178334557,-0.398474059,-0.208878083,-0.547895656,-0.81470599,0.425977649,0.02668977,-0.077776646,-0.023914294,0.200962091,0.095833118,-0.09141276,1.128429168,1,0
2,14,-0.089083563,-0.342594122,0,0.450468678,0.460946581,0.631282916,-0.541466558,-0.287879089,-0.133666828,0.40824829,0,0.606976979,0.618233622,0.283295723,-0.34160729,0.164035795,-0.866025404,-0.134839972,-0.228085776,0.48507125,0,0.52030649,0.643104595,-0.277350098,0.423659273,0.322078313,0.588348405,0.755005015,-0.420654141,-0.121195931,0.442667064,-0.804502235,-0.19244232,-0.484357148,-0.628381053,-0.153871569,-0.628196719,0.142781228,-0.165721371,0.550060105,0.193993482,-0.474012554,0.096766536,0.136110313,-0.023914294,0.192199301,0.170676036,0.1657104,-0.602173693,1.67,0
3,1,0.184749088,-0.199982065,-0.277350098,0.231219689,1.002767043,0.824697709,-0.168443633,1.028822382,-0.272477658,0,1.154700538,1.914854216,-0.277350098,1.603815298,-0.351340472,-0.431999866,-1.154700538,0,0.40824829,-1.58113883,0.632455532,-0.650538709,-1.112445006,0,-0.688247202,-0.688247202,-0.688247202,-0.944400282,0.003097746,0.809300228,0.449872697,-0.26022285,-0.140936587,-0.093548187,1.169428,0.45725746,0.527794001,0.173524305,0.175538079,0.459004498,0.526290277,0.449821497,0.137865549,0.683774781,-1.242093859,0.131498445,0.142060615,0.236918561,1.19134258,5.6,1
3,2,-0.388399992,-0.680335123,3.605551275,0.231219689,-0.149838754,-0.083166881,-1.109053258,-0.164805318,-2.099443739,0,1.154700538,-0.522232968,-0.277350098,-0.57190313,0.43944087,0.013931497,0.866025404,0,0.40824829,0.632455532,0.632455532,0.180831199,-1.243864696,0,0.917662935,0.917662935,-0.688247202,-0.944400282,-1.258158016,-1.120087131,-0.356245673,-0.808047009,-1.335467894,-1.337334699,-0.187781648,-1.397290416,-1.211304689,-0.753467467,-0.749408627,-1.256299026,-1.57075323,1.394659357,0.750804441,-0.63797787,1.244189415,0.597658068,0.530485222,0.689654467,0.411783966,3.87,0
3,3,1.003128822,0.987960667,-0.277350098,0.231219689,0.610881072,1.278630004,1.019329869,-0.476268606,0.293446416,0,-0.866025404,-0.522232968,-0.277350098,0.167841136,-1.414618713,0.53311393,-1.154700538,-1.870828693,-2.449489743,-1.58113883,-1.58113883,-1.18522534,1.651797776,0,-0.688247202,-0.688247202,-0.688247202,2.260837038,-0.811305468,-0.514344622,-0.493233112,-0.662053337,-1.009541722,-0.934740159,-0.362023239,-0.912997303,0.325054536,0.672851848,-1.135141081,-1.365297979,-0.927921775,0.008881707,-1.562599959,1.531212008,-1.393223646,-1.601592632,-1.539737194,-1.48004632,-0.037553186,5.2,1
3,4,-0.530880708,-0.563168006,-0.277350098,-0.566320689,-0.541724725,-0.537099176,-0.556277933,2.29689951,1.590117,0,1.154700538,1.914854216,3.605551275,2.343559563,0.59850617,0.015062857,-1.154700538,0,0.40824829,0.632455532,0.632455532,0.511092324,-0.309472385,0,0.917662935,0.917662935,0.917662935,1.058873043,-0.581057738,-1.195883755,0.289961085,-0.274816052,-0.1748274,-0.283332643,-0.37977622,0.99780596,0.805186675,0.858828044,0.835917046,0.912017371,0.939104669,0.913871577,0.361805493,1.10331673,-0.943732836,0.05560984,0.228421597,0.648618187,0.904195763,3.87,0
3,5,-0.712044843,-0.401302373,-0.277350098,-1.316946927,-1.302444551,-1.145368452,0.07079515,1.736720555,0.389422857,0,1.154700538,1.914854216,-0.277350098,0.864071033,0.899720408,0.911910049,-1.154700538,0,0.40824829,0.632455532,0.632455532,0.825914864,-0.169386233,0,0.917662935,0.917662935,0.917662935,-0.543745617,-0.205562675,-0.168945723,-0.404980363,-0.132378925,-0.259229497,-0.209881171,0.857285294,0.865898013,1.124746369,0.485672543,0.756509316,0.519793023,0.586883324,0.987190759,-1.049774121,-0.9141515,-0.940921196,-1.03757651,-1.269773272,-1.160857943,-1.462981095,5.87,1
3,6,-0.26346429,-0.580282658,-0.277350098,-0.566320689,0.610881072,0.143799266,-0.902505489,-0.115386349,-0.289621279,0,1.154700538,-0.522232968,-0.277350098,-0.57190313,0.090476267,-1.029182108,-1.154700538,0,0.40824829,0.632455532,0.632455532,0.22652594,0.677858605,0,0.917662935,-0.688247202,-0.688247202,1.459527708,0.066342223,0.08038457,-1.259748385,0.496946244,0.552036086,-0.228047106,1.240072732,-0.153429537,-0.688588011,-1.537767152,-0.129425879,-0.070754599,-0.009355583,-0.784413069,-1.762482995,1.629013661,-1.438293021,-1.721235649,-1.637233683,-1.588456483,-1.648062036,4.33,0
3,7,-0.771458262,-0.522462351,-0.277350098,-0.566320689,-0.541724725,-0.836694491,-0.539932426,-1.113148976,-0.120301819,0,-0.866025404,-0.522232968,-0.277350098,-1.311647395,0.972036831,-1.997509755,0.866025404,1.870828693,0.40824829,0.632455532,-1.58113883,1.127445035,-0.419563513,0,0.917662935,0.917662935,0.917662935,-0.944400282,0.752994517,0.37577253,2.623514731,0.940640768,-0.003120919,0.657614744,-1.658120631,-0.131206992,-0.89622753,2.004683314,1.514646631,0.232015429,-0.721950088,-1.78544163,-0.233506513,0.26922761,0.789940112,-0.148773506,-0.136897937,-0.322418672,-0.078806247,6.13,1
3,8,-0.20894496,-0.317538619,-0.277350098,0.231219689,-0.149838754,-0.237503862,-0.869814475,-0.088027903,-0.374465499,0,-0.866025404,-0.522232968,-0.277350098,-0.57190313,0.273907644,0.342032821,0.866025404,0,0.40824829,0.632455532,0.632455532,-0.342627358,-1.036127948,0,-0.688247202,-0.688247202,-0.688247202,-0.944400282,1.705216045,2.248522455,1.138172459,1.126262392,1.309518336,1.571579362,0.771340185,0.904068312,0.886980169,0.543785607,0.631508724,0.958079588,0.780846324,0.174646323,0.3245139,-1.92960062,1.216164649,0.534382509,0.165304123,-0.008510458,-0.571086499,4.93,1
3,9,0.266617457,-0.462475412,-0.277350098,2.576926684,2.15537284,0.901866199,-0.828703049,0.392941499,-0.769562614,0,1.154700538,-0.522232968,-0.277350098,-1.311647395,-0.602100721,-1.299541242,0.866025404,0,0.40824829,-1.58113883,-1.58113883,-0.51370057,-1.464534161,0,-0.688247202,-0.688247202,-0.688247202,-0.543745617,0.937968169,0.544553569,0.140606916,1.45774859,0.688725072,0.615159641,-0.778171051,0.716815593,-1.207802614,0.66109874,1.190916331,0.919341805,0.75515325,-1.231220444,1.324607102,-0.857899236,1.277730416,1.239226017,1.266183057,1.33975105,1.17240606,4.27,0
3,10,-0.030079919,0.53300058,-0.277350098,-0.566320689,-0.91055858,-0.691436157,0.48339537,-1.133944113,-0.558627429,0,-0.866025404,-0.522232968,-0.277350098,-0.57190313,-0.297162863,2.172608607,0.866025404,0,0.40824829,0.632455532,0.632455532,-0.214358677,1.586876249,0,-0.688247202,-0.688247202,0.917662935,-0.143090952,-0.665456232,-0.929343442,0.824429521,-0.362498147,-0.621373327,-0.805985021,-1.524912276,-1.332223274,-1.274993827,0.271436133,-1.007804447,-1.202088859,-1.238620746,-0.909961933,-0.200898439,0.284174376,-0.152489697,-0.246367222,-0.007382768,-0.142307402,-1.063366751,3.8,0
3,11,-0.657463212,-0.580010212,-0.277350098,-0.566320689,-0.91055858,-0.836694491,-0.886159982,-0.318155171,1.717204482,0,-0.866025404,-0.522232968,-0.277350098,0.167841136,0.818963408,0.7653977,-1.154700538,0,0.40824829,0.632455532,0.632455532,1.076518595,1.163179141,0,0.917662935,0.917662935,0.917662935,0.658218378,1.442016404,0.554675715,-0.745048238,0.99112534,2.083163106,1.911307102,0.172062543,1.561371881,1.615796016,-1.090973624,0.834135042,1.729186594,1.749186232,0.71805153,1.51985064,0.533717008,-0.128810556,1.727194599,1.654728562,1.576468719,1.254452769,5.73,1
3,12,-0.148687101,0.099767472,-0.277350098,-0.566320689,-0.541724725,-0.083166881,0.499740877,-0.321099936,1.206132452,0,-0.866025404,-0.522232968,-0.277350098,0.167841136,-0.110934518,0.536127697,0.866025404,0,0.40824829,0.632455532,0.632455532,0.261402659,0.779509747,0,-0.688247202,0.917662935,0.917662935,0.257563713,1.139935917,1.307818615,-0.701427619,0.935857307,1.12150545,1.105184564,1.261157521,0.811278326,0.98621844,-1.053108063,0.194079135,0.434947267,0.994140699,1.33676415,1.251025772,-0.215264466,0.998316553,1.185007285,1.330940641,1.226538251,1.131382706,6.87,1
3,13,-0.901125544,-0.51110697,-0.277350098,-0.566320689,-0.91055858,-1.145368452,1.448275596,-0.81851079,-1.045874409,0,-0.866025404,-0.522232968,-0.277350098,0.167841136,1.276183068,-0.034536525,0.866025404,1.870828693,0.40824829,0.632455532,0.632455532,1.26797182,-0.16198477,0,0.917662935,0.917662935,0.917662935,0.257563713,-1.32573238,-0.979782421,-1.269524784,-1.345559504,-1.3874445,-1.437511669,0.706032632,-1.482660268,-1.20717513,-1.546253708,-1.300556461,-1.468496862,-1.204949315,-0.022972017,-0.897327874,-0.873666627,0.136395823,-0.842773267,-0.892403087,-1.037717716,-0.20187631,4.73,0
3,14,3.158053464,3.197935071,-0.277350098,1.779386306,1.579069942,2.447505664,2.339353382,-0.906036783,0.334051239,0,-0.866025404,-0.522232968,-0.277350098,-0.57190313,-2.593077379,-0.497415661,0.866025404,-1.870828693,-2.449489743,-1.58113883,-1.58113883,-2.571251782,0.058157193,0,-2.294157339,-2.294157339,-2.294157339,-0.944400282,-1.200298512,-1.012640588,-0.236349237,-2.103004817,-0.823006204,-0.530464759,-1.286593843,-0.904687753,0.214315596,0.309689481,-1.810913809,-0.80144825,-0.658054038,-1.249877809,0.036117004,-0.605875855,0.576827844,0.127742024,0.165304123,0.022365759,-1.001831719,2.93,0
