,User Code,Video Code,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max,total_survey,total_I/N,captivation,cap_I/N,dissociation,dis_I/N,comprehension,com_I/N,transportation,tra_I/N
mean,6.0,4.071428571428571,357.48482848571433,346.21319886428574,67.0,170.35714285714286,247.5,407.4642857142857,3310.785714285714,37.11052240785715,17.884298562142856,17.0,20.428571428571427,34.357142857142854,46.357142857142854,130.92857142857142,3.3088052748571433,1.168485757857143,0.9285714285714286,2.5714285714285716,3.357142857142857,4.035714285714286,6.285714285714286,2.9178474279285713,1.5432454054999998,0.0,1.8571428571428572,2.857142857142857,3.7142857142857144,8.285714285714286,304.86805599285714,197.2037588357143,31.83668716928571,179.52411364285712,260.4770255142857,372.9905237714286,1591.9483449785714,12.545642947999998,9.408738336285714,0.8261822352142857,5.668895413642858,9.873304348428572,16.9752819815,53.83722736428572,0.25585591414285713,0.27449449414285715,-1.1303786858571427,0.11729988557142856,0.286228457,0.4311391712857143,0.9131927427142857,4.919333333428573,0.6428571428571429,4.920178571428571,0.6428571428571429,5.5,0.5,4.690476190357143,0.42857142857142855,4.678571428571429,0.7142857142857143
std,0.0,2.2001498450467736,73.78638729372543,134.12681653954812,0.0,9.426698115598981,30.414444948715758,86.7650373324227,1452.396172832035,5.803656358066843,2.841673998628578,0.0,6.81304501802112,10.202617634382198,9.84188179987127,35.63590299708403,0.3961854069350387,0.10304774236221938,0.2672612419124244,0.5135525910130955,0.6333236937766509,0.30786396310744096,0.4688072309384955,0.45750063897767884,0.1839216298792343,0.0,0.6629935441317958,0.5345224838248488,0.4688072309384955,1.2043875831929896,34.95524140823629,27.000761630628585,12.999142439092429,24.224298889511527,35.26388806073663,50.765886214232154,341.858084854479,3.2819719456847802,2.156630319080952,0.40476294054055706,1.5109287834519636,2.9966903007808043,5.459765541755591,10.340130699963302,0.2389722354987395,0.06391216469684138,0.5621344868776204,0.21245254628728552,0.2541976570342967,0.2734759913179406,0.23964738265278493,1.6267156571477728,0.4972451580988469,1.9706911283485415,0.4972451580988469,1.3728129459672882,0.5188745216627708,1.4230356724459594,0.5135525910130955,2.1626830101052263,0.46880723093849547
