,User Code,Video Code,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max,total_survey,total_I/N,captivation,cap_I/N,dissociation,dis_I/N,comprehension,com_I/N,transportation,tra_I/N
mean,12.0,4.071428571428571,359.45673472857146,386.45667468571435,67.0,160.71428571428572,236.85714285714286,399.57142857142856,4009.214285714286,35.64052171142857,18.807984636428575,17.0,18.142857142857142,31.928571428571427,46.660714285714285,129.71428571428572,3.2379259690714286,1.191579573,0.6428571428571429,2.5714285714285716,3.142857142857143,3.9285714285714284,6.214285714285714,3.105223993642857,1.8642591454285715,0.14285714285714285,1.7857142857142858,2.857142857142857,4.214285714285714,10.571428571428571,366.96339422857136,271.737646,33.77414170321428,194.9026291857143,290.33936441428574,444.5518549857143,2098.2655499285715,14.084545329285714,10.769138045142856,0.6902381118571429,5.911191652071429,11.049121570571428,19.217329409999998,58.78398737285715,0.11631755371428572,0.41263815164285716,-1.9728338826428569,-0.0638160255,0.19145183164285712,0.3706482602142857,0.9978804030714287,5.015,0.6428571428571429,4.905,0.5714285714285714,6.535714285714286,0.9285714285714286,5.642142857142857,0.6428571428571429,3.0,0.5
std,0.0,2.2001498450467736,108.68159586593602,153.53543897579056,0.0,21.35209797448691,51.06083421967165,141.26446245127735,1419.8011333428913,4.273896339940339,2.6859739653592296,0.0,4.2761798705987895,7.770400303660095,9.456177845755095,27.882800244067116,0.5011477786948478,0.10945907994191144,0.4972451580988469,0.646206172658864,0.6629935441317958,0.4746311465493234,0.699293206753068,0.7942679629112117,0.4449451165400883,0.3631365196012815,0.6992932067530679,0.7703288865196432,0.892582375303981,3.030975616334316,42.58188232488209,41.527726181564304,21.323845043326404,29.80142055973431,47.068300528980814,61.97376155888298,329.82807398095815,3.1412571989633493,2.1563607923210975,0.4848772797097772,1.538822799839054,3.1125853314639387,5.256910466999643,10.266351703810743,0.22010916433445143,0.16655612895352753,0.9980746693725391,0.20364464524932013,0.20606529303752671,0.27147928748252254,0.3825987028855387,1.0621078461828048,0.4972451580988469,1.4499535801588217,0.5135525910130955,0.9499855406649765,0.26726124191242434,1.0978803253502674,0.4972451580988469,1.6756169931378433,0.5188745216627708
