,User Code,Video Code,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max,total_survey,total_I/N,captivation,cap_I/N,dissociation,dis_I/N,comprehension,com_I/N,transportation,tra_I/N
mean,20.0,4.071428571428571,338.4478098642857,344.2709104,67.0,158.28571428571428,235.64285714285714,389.55357142857144,3441.8571428571427,39.679408895,19.249268648571434,17.0,25.0,36.642857142857146,51.214285714285715,125.07142857142857,3.0851438567857143,1.1857278292142854,0.14285714285714285,2.2142857142857144,3.2142857142857144,3.875,5.857142857142857,2.9416166323571424,1.643033133785714,0.0,1.7857142857142858,2.892857142857143,3.8035714285714284,9.428571428571429,351.29257525714286,252.20909180714287,30.62128719178572,194.02980752857144,287.1994648071428,426.1648041142857,1936.0576777142858,15.177196830285714,11.291532253499998,0.747713464642857,6.742335720142856,12.410257925571427,20.49408142642857,70.22873706928571,0.19102378607142856,0.5141333487857143,-2.315925077714286,0.053092779428571414,0.32889635085714286,0.49523563657142855,0.8837177794285714,4.979285714285714,0.7142857142857143,4.868571428571429,0.6428571428571429,6.321428571428571,0.8571428571428571,5.714999999999999,0.7142857142857143,3.0,0.35714285714285715
std,0.0,2.2001498450467736,47.365960870369506,124.49585230061152,0.0,18.24798649136422,28.947185708451187,64.26523903170514,1492.9932689395828,3.9690215737686403,2.2754403581065037,0.0,8.301992346604333,7.23886033164744,4.543441112511214,20.382738872782625,0.28916669158087654,0.1528888047247094,0.3631365196012815,0.5789342235218394,0.42581531362632014,0.32150487494808627,0.6629935441317958,0.36742846789574257,0.31297044388750367,0.0,0.5789342235218394,0.28946711176091977,0.5562457556326525,2.953857600710421,46.59462659437465,42.964346209147465,14.530609169568049,34.74849553706254,44.496060768701774,62.99237384043284,285.4688787502695,3.1647689794288394,1.869813011286672,0.50227147027054,2.1666933076648496,3.4633217356226207,4.7196720604553475,12.133285011164727,0.26668149606350555,0.16329550550385485,0.42467603390992187,0.2659773626617593,0.2655559484154605,0.26163933054920435,0.25233325825575703,1.3754969132069175,0.4688072309384954,1.7807511688258764,0.4972451580988469,1.0671158623768384,0.36313651960128146,1.0606656110488069,0.4688072309384954,1.5317159809030676,0.4972451580988468
