User Code,Unnamed: 0,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max
1,1_seg11,298.2344322,247.1057391,67,142,225,375,1592,27.65550239,16.24028153,8,17,25,33,100,1.977375566,0.844465613,0,1,2,3,4,1.954751131,1.688931226,0,1,2,3,10,519.1177484,286.6537675,63.00815657,304.6415976,493.8328784,670.5965092,1840.032869,17.933911,14.74606036,1.071138662,6.322586933,14.28486506,25.72725479,78.82948455,-0.702238731,0.963209281,-3.50947855,-1.38447855,-0.30947855,0.01552145,0.40552145
1,1_seg12,299.3231293,249.0199925,67,142,221,367,1592,27.43949045,16.02033452,8,17,25,33,100,1.962655602,0.848193916,0,1,2,3,4,2.012448133,1.787645863,0,1,2,3,10,515.4661702,281.7740822,63.00815657,304.7937212,489.66378,669.0644824,1840.032869,17.86202842,14.52982637,1.071138662,6.194758766,14.26137252,26.51427182,78.82948455,-0.713358218,0.949419225,-3.50947855,-1.40947855,-0.31447855,0.01552145,0.40552145
1,1_seg13,296.6791277,242.8773993,67,142,225,367,1592,27.18234165,15.56596865,8,17,25,33,100,1.957854406,0.851551522,0,1,2,3,4,2.057471264,1.780382339,0,1,2,3,10,495.4725314,279.8967321,63.00815657,272.4492263,459.442637,660.0017347,1840.032869,17.01066252,14.25735025,1.071138662,5.849748727,13.0978914,25.47624213,78.82948455,-0.730704604,0.94761311,-3.50947855,-1.43447855,-0.32947855,0.01552145,0.40552145
1,1_seg14,290.0369318,242.6728451,67,133,217,350,1592,26.93286219,15.41906926,8,17,25,33,100,1.978647687,0.865761197,0,1,2,3,4,2.074733096,1.754006236,0,1,2,3,10,475.4242436,282.1085876,31.47485477,247.3869273,427.1570601,651.5684383,1840.032869,16.10192465,14.08918788,0.652644096,5.489478501,11.11891531,24.36540345,78.82948455,-0.792681397,0.961189678,-3.50947855,-1.46447855,-0.39447855,0.00552145,0.40552145
1,1_seg15,290.198939,242.9717613,67,133,217,350,1592,26.90697674,15.30036435,8,17,25,33,100,1.983388704,0.869706739,0,1,2,3,4,2.056478405,1.747417015,0,1,2,3,10,464.036424,278.9429461,31.47485477,238.6613435,419.0937001,637.5161617,1840.032869,15.62360845,13.79470122,0.652644096,5.380363319,11.05649105,23.59337122,78.82948455,-0.774843999,0.958310596,-3.50947855,-1.46447855,-0.37947855,0.01052145,0.42552145
1,1_seg16,291.9057072,244.5737505,67,133,217,350,1592,26.46904025,15.145541,8,17,17,33,100,1.99376947,0.862386838,0,1,2,3,4,2.068535826,1.755787049,0,1,2,3,10,460.7798512,275.0359558,31.47485477,238.6507328,418.5027534,634.2384105,1840.032869,15.3016249,13.63046528,0.652644096,5.288499658,10.7098058,23.47792298,78.82948455,-0.742920918,0.956758233,-3.50947855,-1.43947855,-0.34947855,0.04552145,0.78052145
1,1_seg17,296.0872642,249.2858062,67,142,217,360.25,1592,26.27744807,14.97611358,8,17,17,33,100,1.988269795,0.85397527,0,1,2,3,4,2.029325513,1.733499304,0,1,2,3,10,452.5709349,274.6205931,14.17025042,237.1972515,412.4243781,626.8267646,1840.032869,15.00907878,13.51535789,0.240894257,5.178907158,10.656055,23.14599322,78.82948455,-0.766047465,0.969175568,-3.50947855,-1.47447855,-0.37947855,0.04552145,0.78052145
1,1_seg18,296.1466667,245.1951013,67,142,217,367,1592,26.13342697,14.7239161,8,17,17,33,100,1.991689751,0.848159886,0,1,2,3,4,2.024930748,1.698672376,0,1,2,3,10,456.7895424,270.5085245,14.17025042,243.1731897,418.5027534,633.0235374,1840.032869,15.1036323,13.23017699,0.240894257,5.288499658,10.89063229,22.42690218,78.82948455,-0.730295725,0.962549182,-3.50947855,-1.43947855,-0.34447855,0.05552145,0.78052145
1,1_seg19,298.8976546,243.5598396,67,142,217,375,1592,25.98108108,14.56689739,8,17,17,33,100,1.973753281,0.848741379,0,1,2,3,4,1.994750656,1.679590725,0,1,2,3,10,451.277249,273.5603273,14.17025042,238.6507328,409.0096949,628.0249537,1840.032869,14.84605611,13.17881165,0.240894257,5.288499658,10.67461697,21.93591855,78.82948455,-0.739071726,0.974528512,-3.50947855,-1.46447855,-0.34947855,0.05552145,0.78052145
1,1_seg20,294.7580645,240.8222236,67,139.75,217,369,1592,26.02809706,14.64784325,8,17,17,33,100,1.970074813,0.847998965,0,1,2,3,4,2.004987531,1.662821416,0,1,2,3,10,444.2900684,271.861689,14.17025042,238.6507328,394.6316439,624.5571127,1840.032869,14.65353297,13.11583287,0.240894257,5.228242284,10.55679623,21.15250815,78.82948455,-0.770700495,0.990660955,-3.50947855,-1.49947855,-0.37947855,0.05052145,0.78052145
1,1_seg21,293.5780347,237.9200516,67,142,217,367,1592,25.88319428,14.40716115,8,17,17,33,100,1.954869359,0.856546941,0,1,2,3,4,2.045130641,1.691816802,0,1,2,3,10,446.9598421,272.05943,14.17025042,238.6189004,403.6670086,626.9159514,1840.032869,14.65362567,13.08317356,0.240894257,5.242963258,10.55987305,21.03329453,78.82948455,-0.788421543,0.993414691,-3.50947855,-1.50947855,-0.40947855,0.04552145,0.78052145
1,1_seg22,290.583181,234.5662936,67,133,217,367,1592,25.97719498,14.50364243,8,17,25,33,100,1.959183673,0.857142857,0,1,2,3,4,2.040816327,1.685004253,0,1,2,3,10,443.6218557,268.4790179,14.17025042,238.6613435,398.2802912,622.8556811,1840.032869,14.52954569,12.95286295,0.240894257,5.242963258,10.4773425,21.02826312,78.82948455,-0.81048762,0.994003642,-3.50947855,-1.51947855,-0.46947855,0.03052145,0.78052145
1,1_seg23,285.7315789,233.6138415,67,133,208,356,1592,25.96296296,14.43269387,8,17,25,33,100,1.939262473,0.870156594,0,1,2,3,4,2.110629067,1.741662073,0,1,2,3,10,438.7186417,268.9449781,14.17025042,236.98424,392.208179,618.9305237,1840.032869,14.36669999,12.94356652,0.240894257,5.121207204,10.36811615,20.95834734,78.82948455,-0.848968789,0.997537953,-3.50947855,-1.59447855,-0.60447855,0.01552145,0.78052145
1,1_seg24,284.9396985,232.312542,67,133,208,358,1592,25.96569122,14.43616508,8,17,25,33,100,1.93970894,0.865124701,0,1,2,3,4,2.120582121,1.755352669,0,1,2,3,10,435.0976386,267.7941139,14.17025042,235.9573493,388.6695034,615.9389645,1840.032869,14.27967313,12.86270623,0.240894257,4.935218777,10.35894285,21.03077883,78.82948455,-0.853044039,0.991868145,-3.50947855,-1.59447855,-0.61947855,0.02052145,0.78052145
1,1_seg25,288.4538088,235.0621945,67,133,217,367,1592,25.87573386,14.32357352,8,17,25,33,100,1.934131737,0.8611926,0,1,2,3,4,2.097804391,1.745971125,0,1,2,3,10,432.7961088,266.8273397,14.17025042,234.1005252,385.1731046,614.445467,1840.032869,14.12486379,12.76247908,0.240894257,4.875033398,9.900686964,20.99330523,78.82948455,-0.840167173,0.991320975,-3.50947855,-1.59447855,-0.57947855,0.03052145,0.78052145
1,1_seg26,287.7453416,234.4647332,67,133,208,367,1592,25.81981132,14.21587855,8,17,21,33,100,1.94049904,0.858392359,0,1,2,3,4,2.090211132,1.725799746,0,1,2,3,10,425.9517025,264.0727272,14.17025042,229.6734699,378.2967887,609.0904363,1840.032869,13.90510878,12.56761621,0.240894257,4.859548839,9.50753027,19.81181136,78.82948455,-0.838394097,0.989418888,-3.50947855,-1.59447855,-0.57947855,0.03052145,0.78052145
1,1_seg27,294.7469697,245.3227497,67,133,217,375,1800,25.75347544,14.14385489,8,17,17,33,100,1.931608133,0.854692387,0,1,2,2,4,2.04805915,1.714183999,0,1,2,3,10,421.8846327,262.2366635,14.17025042,226.4713932,376.2919788,606.161492,1840.032869,13.70395691,12.45522417,0.240894257,4.77198897,9.128010622,19.06618878,78.82948455,-0.823341766,0.984659347,-3.50947855,-1.56947855,-0.52447855,0.03552145,0.78052145
1,1_seg28,291.4698972,242.8961459,67,133,217,367,1800,25.76563877,14.13414131,8,17,17,33,100,1.916221034,0.865058203,0,1,2,2,4,2.080213904,1.726572976,0,1,2,3,10,420.3910356,261.55365,14.17025042,225.1280995,373.4429567,602.0942273,1840.032869,13.67829727,12.41116827,0.240894257,4.814643319,9.075194723,19.06618878,78.82948455,-0.858310992,0.995985792,-3.50947855,-1.59447855,-0.61947855,0.03052145,0.78052145
1,1_seg29,293.7752489,254.1211673,67,133,208,367,1900,25.79000847,14.17541205,8,17,17,33,100,1.91222031,0.863556435,0,1,2,2,4,2.089500861,1.748568851,0,1,2,3,10,419.7934473,261.4355059,14.17025042,223.7535322,370.8646379,602.5947822,1840.032869,13.67012646,12.45463464,0.240894257,4.762760355,9.073683687,19.11663856,78.82948455,-0.873480271,0.99342144,-3.50947855,-1.59947855,-0.72447855,0.02052145,0.78052145
1,1_seg30,295.7433752,254.684537,67,133,217,375,1900,25.7,14.13308942,8,17,17,33,100,1.895174709,0.864480583,0,1,2,2,4,2.086522463,1.780215732,0,1,2,3,11,418.380079,260.060665,14.17025042,223.4701326,370.5570483,601.0931175,1840.032869,13.59472872,12.3765406,0.240894257,4.755050535,9.075194723,18.73783419,78.82948455,-0.872590031,1.002618972,-3.50947855,-1.60447855,-0.72447855,0.03052145,0.78052145
1,1_seg31,296.7442799,254.9446624,67,133,217,375,1900,25.8192,14.1422811,8,17,17,33,100,1.901771337,0.862300048,0,1,2,2,4,2.06763285,1.766698863,0,1,2,3,11,429.806273,278.4127405,14.17025042,227.0985704,378.9418526,609.136912,2161.747241,13.98477205,12.68330907,0.240894257,4.906002517,9.446758396,20.78071214,78.82948455,-0.865702383,0.998240646,-3.50947855,-1.60447855,-0.66447855,0.03052145,0.78052145
1,1_seg32,295.0366972,252.6582168,67,133,217,367,1900,25.8657299,14.09595757,8,17,17,33,100,1.886115445,0.870242807,0,1,2,2,4,2.054602184,1.751378441,0,1,2,3,11,428.2616689,277.4530387,14.17025042,226.4713932,378.4080788,608.4772494,2161.747241,13.93912258,12.63174583,0.240894257,4.928352926,9.388493552,20.51155709,78.82948455,-0.885094775,1.006698837,-3.50947855,-1.60947855,-0.72447855,0.01552145,0.78052145
1,1_seg33,293.1186224,250.7927863,67,133,217,367,1900,25.80880121,14.03385152,8,17,17,33,100,1.874432678,0.87262918,0,1,2,2,4,2.048411498,1.735743152,0,1,2,3,11,424.0714301,276.5577552,14.17025042,223.1867329,376.0212756,601.5936724,2161.747241,13.79884599,12.55972185,0.240894257,4.890517957,9.07670576,19.17755731,78.82948455,-0.907905176,1.014649823,-3.50947855,-1.63447855,-0.76947855,0.01052145,0.78052145
1,1_seg34,295.7574627,253.9554822,67,133,217,375,1900,25.70268256,13.99793237,8,17,17,33,100,1.872246696,0.869318075,0,1,2,2,4,2.02349486,1.726788962,0,1,2,3,11,421.3769227,275.2454158,14.17025042,219.2303893,367.8766921,600.5434988,2161.747241,13.59911914,12.49333515,0.240894257,4.799674813,8.975954326,18.67883244,78.82948455,-0.895785452,1.017169615,-3.50947855,-1.62947855,-0.74447855,0.02052145,0.78052145
1,1_seg35,293.5066026,251.8062065,67,133,217,367,1900,25.5876879,13.93338913,8,17,17,33,100,1.880171184,0.873363269,0,1,2,2,4,2.047075606,1.736764852,0,1,2,3,11,419.8125553,275.2687881,14.17025042,218.6381785,362.9473475,597.1712739,2161.747241,13.50975744,12.38058905,0.240894257,4.781217584,9.00425116,18.26250046,78.82948455,-0.895584113,1.013057972,-3.50947855,-1.62447855,-0.76447855,0.01552145,0.78052145
1,1_seg36,292.5075494,250.0591818,67,133,217,367,1900,25.72695531,14.08415953,8,17,17,33,100,1.889042996,0.873310623,0,1,2,2,4,2.040221914,1.73037952,0,1,2,3,11,420.0347119,274.723225,14.17025042,217.4027546,367.8766921,585.7578853,2161.747241,13.70307765,12.60592438,0.240894257,4.852991587,9.048838014,18.79683594,78.82948455,-0.892626955,1.01245782,-3.50947855,-1.62447855,-0.74447855,0.01552145,0.78052145
1,1_seg37,293.6621469,249.677448,67,133,217,367,1900,25.77701778,14.11828654,8,17,17,33,100,1.886639676,0.87493454,0,1,2,2,4,2.026990553,1.716950545,0,1,2,3,11,416.8825768,273.0390189,14.17025042,216.5870787,358.6365783,572.3676225,2161.747241,13.65374588,12.69320432,0.240894257,4.790446198,8.935794796,18.73783419,78.82948455,-0.887326053,1.007541523,-3.50947855,-1.60447855,-0.72947855,0.01052145,0.78052145
1,1_seg38,293.2343234,249.6554081,67,133,217,367,1900,25.85380507,14.18262844,8,17,17,33,100,1.889618922,0.874137161,0,1,2,2,4,2.022339028,1.701632435,0,1,2,3,11,417.6778639,271.609733,14.17025042,219.2303893,359.038173,572.330161,2161.747241,13.6842007,12.66396861,0.240894257,4.921487076,8.975954326,18.67883244,78.82948455,-0.891666461,1.008895163,-3.50947855,-1.61447855,-0.72947855,0.01052145,0.78052145
1,1_seg39,292.2187834,247.3061404,67,133,217,367,1900,25.81392323,14.07598386,8,17,25,33,100,1.896286812,0.870160044,0,1,2,2,4,2.020486556,1.689967461,0,1,2,3,11,416.818978,268.730886,14.17025042,222.6199336,361.3137527,571.7621241,2161.747241,13.58947432,12.52671602,0.240894257,4.921487076,8.975954326,18.67883244,78.82948455,-0.892897244,1.003056848,-3.50947855,-1.61447855,-0.72447855,-0.00447855,0.78052145
1,1_seg40,292.5587929,246.0102533,67,133,217,367,1900,25.71781864,14.0095469,8,17,17,33,100,1.893882647,0.864566383,0,1,2,2,4,2.02372035,1.687657146,0,1,2,3,11,414.4868381,268.3540895,14.17025042,220.2924586,358.2349835,571.4075382,2161.747241,13.54092667,12.49190161,0.240894257,4.846434335,8.975954326,18.91483943,78.82948455,-0.895770685,1.000772475,-3.50947855,-1.61447855,-0.72947855,-0.00447855,0.78052145
1,1_seg41,294.4294416,248.0382858,67,133,217,375,1900,25.64542079,13.97307952,8,17,17,33,100,1.895249695,0.863198444,0,1,2,2,4,2.025578563,1.701671649,0,1,2,3,11,411.0824662,266.1204848,14.17025042,220.4129167,348.0488703,563.2105277,2161.747241,13.43082248,12.41026236,0.240894257,4.811364693,8.832565761,18.5843176,78.82948455,-0.887998647,0.996187536,-3.50947855,-1.60447855,-0.72447855,-0.00447855,0.78052145
1,1_seg42,293.0938124,247.4423599,67,133,217,367,1900,25.56490385,13.9196429,8,17,17,33,100,1.878715815,0.871253211,0,1,2,2,4,2.035671819,1.723413641,0,1,2,3,11,410.8676349,265.4429161,14.17025042,220.5333747,356.6286002,563.0900353,2161.747241,13.40132144,12.39850609,0.240894257,4.754197218,8.749416517,18.48980276,78.82948455,-0.913057623,1.013837199,-3.50947855,-1.62947855,-0.76447855,-0.00947855,0.78052145
1,1_seg43,291.3291262,245.4459526,67,133,217,367,1900,25.41608392,13.82394332,8,17,17,33,100,1.883855981,0.869633442,0,1,2,2,4,2.051103368,1.723892112,0,1,2,3,11,415.9162386,275.9445392,14.17025042,222.760155,357.658198,565.5674911,2161.747241,13.43510524,12.45674724,0.240894257,4.74991565,8.767487413,18.5843176,78.82948455,-0.918555205,1.012152462,-3.50947855,-1.63447855,-0.78947855,-0.01947855,0.78052145
1,1_seg44,291.6612903,245.857501,67,133,217,367,1900,25.46281465,13.8904163,8,17,17,33,100,1.885357548,0.865645524,0,1,2,2,4,2.040862656,1.715083136,0,1,2,3,11,414.3534239,274.6627301,14.17025042,222.760155,355.4563799,563.2105277,2161.747241,13.37403005,12.42115342,0.240894257,4.735349326,8.744347772,18.28163677,78.82948455,-0.914501251,1.009489407,-3.50947855,-1.63447855,-0.76947855,-0.01947855,0.78052145
1,1_seg45,292.0315692,245.5490868,67,133,217,375,1900,25.42037141,13.84215601,8,17,17,33,100,1.885682575,0.862312978,0,1,2,2,4,2.028856826,1.703346289,0,1,2,3,11,411.3334423,273.0675721,14.17025042,221.4038495,340.992233,558.8692802,2161.747241,13.24148087,12.34763492,0.240894257,4.619328402,8.664786646,18.14793085,78.82948455,-0.920011291,1.010572827,-3.50947855,-1.63447855,-0.78447855,-0.02447855,0.78052145
1,1_seg46,292.4167425,246.5738954,67,133,217,371,1900,25.41150685,13.91515563,8,17,17,33,100,1.880564604,0.86279507,0,1,2,2,4,2.041259501,1.711988463,0,1,2,3,11,410.9378603,274.2580233,14.17025042,220.2924586,340.992233,558.1962387,2161.747241,13.17038633,12.30716085,0.240894257,4.53413179,8.552628471,18.171471,78.82948455,-0.924022524,1.003354785,-3.50947855,-1.63447855,-0.79447855,-0.02947855,0.78052145
1,1_seg47,291.1843277,246.5419968,67,125,217,367,1900,25.39051678,13.91952103,8,17,17,33,100,1.876726886,0.865226768,0,1,2,2,4,2.056323061,1.724669218,0,1,2,3,11,409.8031672,274.3610568,14.17025042,218.6381785,339.5564886,553.9956991,2161.747241,13.16617138,12.45995263,0.240894257,4.486718329,8.445737044,18.14793085,78.82948455,-0.93329364,1.003725297,-3.50947855,-1.63447855,-0.80447855,-0.03447855,0.78052145
1,1_seg48,292.604386,248.4639388,67,125,217,369,1900,25.44889357,13.90379519,8,17,17,33,100,1.867845994,0.86374695,0,1,2,2,4,2.035379813,1.716584875,0,1,2,3,11,409.2817567,273.0016703,14.17025042,219.2303893,339.838993,551.0950767,2161.747241,13.168832,12.42352112,0.240894257,4.53413179,8.552628471,18.1243907,78.82948455,-0.940321422,1.007116897,-3.50947855,-1.63947855,-0.80947855,-0.03447855,0.78052145
1,1_seg49,291.5451419,247.5980836,67,125,217,367,1900,25.24974464,13.83697465,8,17,17,33,100,1.865443425,0.869106116,0,1,2,2,4,2.057084608,1.732287405,0,1,2,3,11,406.233774,272.9714695,10.85478783,216.7595415,337.342202,549.3193009,2161.747241,13.03926869,12.40417474,0.184531393,4.435150963,8.417903408,17.81627206,78.82948455,-0.9358496,1.007474809,-3.50947855,-1.63947855,-0.79947855,-0.03447855,0.78052145
1,1_seg50,290.2066046,246.4881535,67,125,217,367,1900,25.25711433,13.85346075,8,17,17,33,100,1.854145854,0.881308853,0,1,2,2,4,2.061938062,1.727472095,0,1,2,3,11,406.8595287,273.0231548,10.85478783,218.0459677,337.8294818,549.3193009,2161.747241,13.02978846,12.37883091,0.184531393,4.435150963,8.417903408,17.84899627,78.82948455,-0.956276752,1.020114289,-3.50947855,-1.64947855,-0.83947855,-0.03947855,0.78052145
1,1_seg51,291.2766667,247.3383519,67,125,217,367,1900,25.23258096,13.79465359,8,17,17,33,100,1.850146915,0.880102756,0,1,2,2,4,2.05582762,1.722918701,0,1,2,3,11,405.3055354,272.6308281,10.85478783,217.081148,335.7320673,548.7968734,2161.747241,12.96751998,12.35530177,0.184531393,4.363493591,8.342660706,17.80885207,78.82948455,-0.967647012,1.022884414,-3.50947855,-1.65947855,-0.86947855,-0.03947855,0.78052145
1,1_seg52,288.9386252,245.9703783,67,125,217,367,1900,25.28421053,13.76871074,8,17,17,33,100,1.843419789,0.889834376,0,1,2,2,4,2.07012488,1.722554254,0,1,2,3,11,405.0880574,272.1107656,10.85478783,217.4027546,336.4189514,548.369786,2161.747241,12.98815604,12.33994045,0.184531393,4.366219722,8.410473786,17.98669349,78.82948455,-0.982077013,1.027782853,-3.50947855,-1.67947855,-0.89947855,-0.04447855,0.78052145
1,1_seg53,287.0337349,244.4024187,67,125,217,358,1900,25.34640221,13.74980559,8,17,17,33,100,1.839773798,0.894828721,0,1,2,2,4,2.107445806,1.757397083,0,1,2,3,11,406.2170084,270.2143017,10.85478783,220.2924586,339.1543854,549.3193009,2161.747241,13.03034952,12.26734364,0.184531393,4.476338574,8.467168978,18.22422785,78.82948455,-0.98985084,1.027661835,-3.50947855,-1.68447855,-0.91447855,-0.04947855,0.78052145
1,1_seg54,287.4004739,243.4681594,67,125,217,358,1900,25.3667426,13.72891227,8,17,17,33,100,1.837187789,0.89408812,0,1,2,2,4,2.095282146,1.749916913,0,1,2,3,11,408.59243,270.7913136,10.85478783,220.826079,341.8135809,553.9956991,2161.747241,13.14041971,12.37801813,0.184531393,4.537717313,8.467168978,18.79683594,78.82948455,-0.9938125,1.029726308,-3.50947855,-1.69947855,-0.91447855,-0.05447855,0.78052145
1,1_seg55,285.4494208,242.2129086,67,125,208,358,1900,25.27107365,13.67191136,8,17,17,33,100,1.841053588,0.899082551,0,1,2,2,4,2.111716621,1.758423585,0,1,2,3,11,405.9256669,270.1043314,10.85478783,218.9444473,339.6977408,549.80067,2161.747241,13.04975228,12.37075932,0.184531393,4.449825154,8.425729229,18.28163677,78.82948455,-1.004097079,1.029102826,-3.50947855,-1.70947855,-0.92447855,-0.06447855,0.78052145
1,1_seg56,285.7209125,242.4733389,67,125,208,358,1900,25.27197202,13.66213409,8,17,17,33,100,1.838537021,0.898299584,0,1,2,2,4,2.105263158,1.758545195,0,1,2,3,11,405.2144408,268.7058192,10.85478783,220.2924586,339.838993,549.3193009,2161.747241,13.0007507,12.31751159,0.184531393,4.476338574,8.410473786,18.22422785,78.82948455,-1.011641797,1.028135244,-3.50947855,-1.70947855,-0.94447855,-0.07447855,0.78052145
1,1_seg57,285.4382947,241.8004466,67,125,217,358,1900,25.20827943,13.61998736,8,17,17,33,100,1.836108677,0.897536747,0,1,2,2,4,2.097283085,1.751741384,0,1,2,3,11,404.9421703,267.1198198,10.85478783,220.826079,340.6082987,545.8807573,2161.747241,12.95588422,12.25297904,0.184531393,4.537717313,8.410473786,18.14793085,78.82948455,-1.02014025,1.029638787,-3.50947855,-1.72447855,-0.95447855,-0.07947855,0.78052145
1,1_seg58,285.3974926,240.8052677,67,125,217,358,1900,25.17976089,13.57651628,8,17,17,33,100,1.830318691,0.897108757,0,1,2,2,4,2.080964686,1.744051298,0,1,2,3,11,405.2118157,265.7061384,10.85478783,222.1800397,341.402907,546.6981842,2161.747241,12.92787495,12.1865218,0.184531393,4.554383975,8.414188597,17.84081522,78.82948455,-1.029370884,1.032004687,-3.50947855,-1.73447855,-0.95947855,-0.08947855,0.78052145
1,1_seg59,284.2629279,239.7461608,67,125,217,350,1900,25.13617201,13.54133613,8,17,17,33,100,1.818797629,0.903487918,0,1,2,2,4,2.071972904,1.740076538,0,1,2,3,11,404.7454337,265.0597084,10.85478783,222.326671,340.992233,544.2352385,2161.747241,12.89471645,12.15713666,0.184531393,4.561749878,8.274847627,17.80143207,78.82948455,-1.051807085,1.046038429,-3.50947855,-1.76947855,-0.96947855,-0.10447855,0.78052145
