User Code,Unnamed: 0,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max
12,2_seg16,314.87706855792,317.884400310953,67,150,200,333,2632,35.6078799249531,20.4981682156255,17,17,33,50,117,3.47204968944099,1.29451782433288,0,3,3,4,6,3.35403726708074,2.15177234474339,0,2,3,5,11,389.27645260884,275.299052412682,44.6508209072441,204.3323651795,317.8877702637,467.903251288616,1843.87826967241,15.5866352733842,10.8274237643855,0.75906395542315,6.78279877167926,13.2904055402944,21.4219769670602,58.1563721333552,-0.407944975472634,0.448444616154285,-3.10949777050369,-0.50449777050369,-0.31949777050369,-0.17949777050369,0.23550222949631
12,2_seg17,312.54954954955,312.185133148126,67,150,217,333,2632,35.9281867145422,20.496320404486,17,17,33,50,117,3.50898203592814,1.26998844256696,1,3,3,4,6,3.38323353293413,2.11630653183798,0,2,3,5,11,385.247071406838,270.999474792399,44.6508209072441,202.447868593674,316.312650448294,466.342762735854,1843.87826967241,15.5563163624811,10.8569625829262,0.75906395542315,6.80729300394682,13.1376418228697,21.4164477497588,58.1563721333552,-0.368779207629438,0.403534562593541,-2.27449777050369,-0.49199777050369,-0.30949777050369,-0.16449777050369,0.34550222949631
12,3_seg01,401.125,405.994786055619,100,141.75,266.5,433.25,1549,35.1034482758621,22.7742724951804,17,17,33,50,117,2.90909090909091,1.44599761096244,0,2,3,3.5,5,2.63636363636364,1.91168654714769,0,1,2,4,6,260.42118383575,119.761763387722,55.2876052989616,206.191307900028,269.139439254868,321.754623172122,475.703534735556,10.7847641985408,8.10462321987827,1.40055409333081,5.26195472497108,10.1506495604942,13.023719869272,34.2991500114558,-0.404952315958235,0.93183543221283,-3.10949777050369,-0.34449777050369,-0.15949777050369,-0.02949777050369,0.26550222949631
12,3_seg02,445.025641025641,412.153426157854,100,150,283,591.5,1549,35.3673469387755,19.3656632100382,17,17,33,50,117,2.66666666666667,1.23827837473378,0,2,3,3,5,2.38095238095238,1.65759435557046,0,1,2,3,6,275.230650138696,202.931199137128,49.5652100768552,157.208167484283,238.869411059244,316.971166856113,1092.50272137471,9.81290048685352,7.37142296247664,1.40055409333081,4.9799531204882,7.88269056495504,12.2670229828744,34.2991500114558,-0.302354913360833,0.69485353030076,-3.10949777050369,-0.38449777050369,-0.15449777050369,-0.03449777050369,0.26550222949631
12,3_seg03,481.836363636364,450.141531802164,100,183,300,550,2165,34.2714285714286,17.8471135396658,17,17,33,50,117,2.61290322580645,1.20214861407506,0,2,3,3,5,2.29032258064516,1.73577165140074,0,1,2,3.5,6,299.969048638238,254.544356764517,45.3836512501392,186.016206883254,263.349509817383,337.508143873071,1408.13032930552,10.0215479761395,6.88201992565511,1.30261130159546,5.22989096018567,10.0940215324236,12.6770714826004,34.2991500114558,-0.206271964052077,0.605759232130908,-3.10949777050369,-0.30199777050369,-0.13449777050369,0.08800222949631,0.35050222949631
12,3_seg04,511.197183098592,472.099100362816,100,200,350,550,2165,33.6704545454545,16.4887433500033,17,17,33,33,117,2.58536585365854,1.20365297648653,0,2,3,3,5,2.19512195121951,1.64650405701173,0,1,2,3,6,281.202069343913,225.99441400823,45.3836512501392,179.064708586206,242.104935358366,330.841878541667,1408.13032930552,9.10882341314032,6.35450019133526,1.30261130159546,4.89709951710124,6.89289781792767,12.1373127575657,34.2991500114558,-0.165107526601251,0.539277520301411,-3.10949777050369,-0.29949777050369,-0.05949777050369,0.12050222949631,0.35050222949631
12,3_seg05,567.775,626.979558243884,100,200,350,645.5,4164,33.969387755102,16.140142746231,17,17,33,45.75,117,2.45098039215686,1.2379616389888,0,1,2,3,5,1.96078431372549,1.6728512703014,0,0.5,2,3,6,276.95371246829,214.019281395043,45.3836512501392,172.672369739328,244.931862474786,332.596249734495,1408.13032930552,8.97895247608101,6.19120777022181,1.30261130159546,4.73773046602051,6.98194475431946,12.1340320057836,34.2991500114558,-0.123125221484082,0.492359704313191,-3.10949777050369,-0.19949777050369,-0.03949777050369,0.11550222949631,0.35050222949631
12,3_seg06,566.135416666667,596.098201372747,100,200,350,691.25,4164,33.4380165289256,15.7992049177501,17,17,33,33,117,2.45901639344262,1.19127061705563,0,2,2,3,5,2.0327868852459,1.82544253186959,0,1,2,3,9,276.063476146032,210.475584205256,45.3836512501392,158.770697095305,241.007512274773,326.058422225658,1408.13032930552,9.23442047915915,7.12156345188565,1.30261130159546,4.69065061921923,6.99254792747613,12.0676908099655,40.8823004075905,-0.113678098372542,0.463506724445889,-3.10949777050369,-0.20949777050369,-0.04449777050369,0.12550222949631,0.35050222949631
12,3_seg07,547.939655172414,573.483653363078,67,200,350,670.25,4164,32.6223776223776,15.5811389212005,17,17,33,33,117,2.53521126760563,1.22859950367996,0,2,2,3,5,2.05633802816901,1.80386350405109,0,1,2,3,9,284.0589118906,227.922603904512,45.3836512501392,158.004960388292,241.007512274773,316.748774417008,1408.13032930552,9.03118449327378,6.96494190710696,1.30261130159546,4.45476108929953,6.8313856671694,12.0676908099655,40.8823004075905,-0.090483685996648,0.443918122854646,-3.10949777050369,-0.17449777050369,-0.00449777050369,0.13800222949631,0.35050222949631
12,3_seg08,606.904761904762,712.53951950551,67,200,350,707.75,5047,32.8823529411765,15.4238115538377,17,17,33,50,117,2.46913580246914,1.1841285799385,0,2,2,3,5,1.92592592592593,1.73765486919712,0,1,2,3,9,280.993968375912,216.755978754261,45.3836512501392,169.542287829998,243.748247069796,316.303989538798,1408.13032930552,9.05600869587904,6.70192092351689,1.30261130159546,4.51265305793031,6.99254792747613,11.9541938994869,40.8823004075905,-0.07665826433085,0.420223852749642,-3.10949777050369,-0.15949777050369,0.00050222949631,0.14050222949631,0.35050222949631
12,3_seg09,601.817518248175,695.346911080849,67,200,350,716,5047,32.4411764705882,15.1957467898494,17,17,33,33,117,2.40659340659341,1.18300955174149,0,1.5,2,3,5,1.9010989010989,1.71952800406872,0,1,2,3,9,281.185424751038,211.877466269785,45.3836512501392,171.443530357976,243.748247069796,316.303989538798,1408.13032930552,8.84471105743779,6.51584397677044,1.30261130159546,4.46975204424861,6.99254792747613,11.4889867838321,40.8823004075905,-0.055651616657536,0.402739974648019,-3.10949777050369,-0.14699777050369,0.01050222949631,0.15300222949631,0.35050222949631
12,3_seg10,578.841772151899,663.844511398593,67,200,350,666,5047,33.2395833333333,15.588789630024,17,17,33,50,117,2.45544554455446,1.17068144663907,0,2,2,3,5,1.93069306930693,1.67485775958781,0,1,2,3,9,319.684316977758,249.005863194996,45.3836512501392,182.709243299642,253.019207077835,353.257591491412,1408.13032930552,10.2674335319688,7.77450313053008,1.30261130159546,4.8219542905783,8.06357906142651,12.7509477205853,40.8823004075905,-0.075289849711611,0.390244623712657,-3.10949777050369,-0.17949777050369,0.00050222949631,0.14050222949631,0.35050222949631
12,3_seg11,550.187845303867,630.848430525025,67,200,350,633,5047,33.2522935779816,15.7855916122697,17,17,33,50,117,2.52252252252252,1.1743226043271,0,2,2,3,6,1.99099099099099,1.66512623324641,0,1,2,3,9,316.972199857452,246.544821225149,45.3836512501392,175.483341332135,250.80886775675,358.559573659255,1408.13032930552,10.2831759091472,8.17509068121162,1.30261130159546,4.8269222251007,8.06357906142651,12.6881411253284,47.6808185992776,-0.091299572305492,0.387582714217701,-3.10949777050369,-0.20949777050369,-0.03449777050369,0.13050222949631,0.35050222949631
12,3_seg12,537.822660098522,603.25896125583,67,200,350,641.5,5047,32.9834024896266,15.6010060586327,17,17,33,50,117,2.56198347107438,1.17539044564966,0,2,3,3,6,2.02479338842975,1.64044104799774,0,1,2,3,9,313.441380159665,237.320723192894,45.3836512501392,174.802627605303,250.163896658553,359.051842700862,1408.13032930552,10.0702729926791,7.89606908066137,1.30261130159546,4.72607338900279,7.82249489380837,12.3723025184879,47.6808185992776,-0.056357274635921,0.391005185510907,-3.10949777050369,-0.18949777050369,0.01050222949631,0.16050222949631,0.46050222949631
12,3_seg13,552.953703703704,608.145949194026,67,200,350,670.25,5047,32.8677042801556,15.3107782125765,17,17,33,33,117,2.54198473282443,1.16526353562507,0,2,2,3,6,1.99236641221374,1.6052614606403,0,1,2,3,9,311.039310636737,231.363599103022,45.3836512501392,181.33534123292,247.164123041567,360.036380784078,1408.13032930552,9.99751754075737,7.71860680486221,1.30261130159546,4.81947032331711,7.82249489380837,12.1978691170107,47.6808185992776,-0.043734411725064,0.383030664208515,-3.10949777050369,-0.18449777050369,0.02050222949631,0.17800222949631,0.46050222949631
12,3_seg14,576.535398230089,624.327685387567,67,200,350,733,5047,32.9436090225564,15.2209084269271,17,17,33,45.75,117,2.50354609929078,1.15030501219197,0,2,2,3,6,1.91489361702128,1.5833479975858,0,1,2,3,9,312.578264029404,230.963652949676,45.3836512501392,180.503199865298,248.59012954346,360.036380784078,1408.13032930552,10.0942283449583,7.73192605216018,1.30261130159546,4.92266654396558,7.97407902156185,12.2515625066054,47.6808185992776,-0.048646706673903,0.370810867003848,-3.10949777050369,-0.18949777050369,0.01050222949631,0.16050222949631,0.46050222949631
12,3_seg15,590.888412017167,648.996755938416,67,200,350,749,5047,32.948905109489,15.0626633314182,17,17,33,33,117,2.45033112582781,1.14710500374845,0,2,2,3,6,1.84105960264901,1.57095603686328,0,1,2,3,9,309.470721938249,228.874566783354,45.3836512501392,177.940322469909,246.00368610703,359.051842700862,1408.13032930552,9.99442175466067,7.66221659643499,1.30261130159546,4.8844088201187,7.82249489380837,12.2206415540672,47.6808185992776,-0.047610353285147,0.365346293134725,-3.10949777050369,-0.18949777050369,0.00550222949631,0.16300222949631,0.46050222949631
12,3_seg16,598.839662447257,649.798945134717,67,200,383,766,5047,32.9,15.0605944562738,17,17,33,37.25,117,2.44516129032258,1.12320237611599,1,2,2,3,6,1.83870967741935,1.55205716426281,0,1,2,3,9,322.104203803251,253.031410270567,45.3836512501392,179.36037767435,247.661333526564,363.524805372454,1583.50434437164,10.2327102351028,7.83947668918959,1.30261130159546,4.94176206947312,7.92435279794369,12.7509477205853,47.6808185992776,-0.035046157600464,0.269121688150725,-0.92449777050369,-0.19699777050369,0.00550222949631,0.16050222949631,0.46050222949631
12,4_seg01,294.558823529412,449.938931288995,67,150,183,245.75,2682,33.7906976744186,16.3744256744573,17,17,33,50,67,3.72727272727273,1.4893561757289,0,3,4,5,5,4,1.89736659610103,0,3,4,5.5,6,362.629390758149,343.868035147521,109.762828576331,194.14417268778,302.961311383564,384.896116254134,1809.18546692444,13.2691965247796,9.03553906850752,2.10029686823273,6.55080146178989,10.9551335109212,19.2083032624892,33.5653994052329,-0.776770497776417,0.837765968622394,-3.10949777050369,-0.83949777050369,-0.54949777050369,-0.32449777050369,-0.14949777050369
12,4_seg02,278.257575757576,365.24025014549,67,150,183,245.75,2682,34.8395061728395,16.4190870560177,17,17,33,50,67,3.95238095238095,1.62715059156153,0,3,4,5,7,3.9047619047619,1.92106121466136,0,3,4,5,7,396.460265931664,328.998201075194,61.9424765694726,222.167485803988,322.149950658068,401.063181061177,1809.18546692444,13.7533542843035,8.63836644647816,1.05302210168103,7.53432216456297,11.317112152245,19.69315834551,33.5653994052329,-0.459735865741785,0.691858866009673,-3.10949777050369,-0.54949777050369,-0.24449777050369,-0.09949777050369,0.12050222949631
12,4_seg03,265.46,309.140562321943,67,145.75,183,254,2682,36.3166666666667,17.7034314355674,17,17,33,50,117,4.06451612903226,1.48178909590103,0,3.5,4,5,7,3.90322580645161,1.77679184130045,0,3,4,5,7,369.412730961115,301.985039916562,61.9424765694726,189.312204570291,282.580118577112,397.037761280481,1809.18546692444,13.7660837770823,10.1536967896299,1.05302210168103,6.58345231842521,11.0356928086388,18.6671429111068,46.4931328392913,-0.411271964052077,0.5729493118754,-3.10949777050369,-0.45699777050369,-0.24449777050369,-0.15449777050369,0.12050222949631
12,4_seg04,263.809160305344,275.516608867047,67,150,200,283,2682,35.811320754717,17.4018658287126,17,17,33,50,117,3.92682926829268,1.42109542083632,0,3,4,5,7,3.95121951219512,1.61169506284835,0,3,4,5,7,376.834690430122,297.411375503953,61.9424765694726,189.947043027245,284.41129487983,402.744996666767,1809.18546692444,13.2657552938083,9.55998789639924,1.05302210168103,5.79710446006915,10.975254073315,18.3997661455188,46.4931328392913,-0.412424599771983,0.507224032861412,-3.10949777050369,-0.45449777050369,-0.29949777050369,-0.19949777050369,0.12050222949631
12,4_seg05,269.1875,278.235708126634,67,150,191.5,287.25,2682,35.6701570680628,17.4573495147592,17,17,33,50,117,3.92156862745098,1.42608747634781,0,3,4,5,7,3.80392156862745,1.68546264085725,0,3,4,5,7,372.30350031702,294.32767099701,61.9424765694726,186.43428021086,280.376804559234,402.744996666767,1809.18546692444,12.6744994334193,9.09205581152056,1.05302210168103,5.49608092545642,10.975254073315,16.9663506568152,46.4931328392913,-0.387242868542906,0.460188345925329,-3.10949777050369,-0.43449777050369,-0.29949777050369,-0.20449777050369,0.12050222949631
12,4_seg06,283.063492063492,371.319980424174,67,150,183,300,3847,35.7610619469027,17.8174817206938,17,17,33,50,117,3.88524590163934,1.37959366790537,0,3,4,5,7,3.75409836065574,1.6698875980628,0,3,4,5,7,377.656656706874,291.03890742481,61.9424765694726,189.629623798768,293.113054996006,405.816291809547,1809.18546692444,13.0895359495263,9.48420052496565,1.05302210168103,5.95625254034015,11.317112152245,17.805655916772,56.1752015017808,-0.398186295093854,0.449889710224762,-3.10949777050369,-0.45949777050369,-0.29949777050369,-0.16949777050369,0.12050222949631
12,4_seg07,297.187192118227,372.709618651231,67,150,200,300,3847,35.4730290456432,17.6032755816444,17,17,33,50,117,3.66197183098592,1.45350474933453,0,3,4,5,7,3.43661971830986,1.80263612021155,0,2,4,5,7,377.32755324075,319.364078836516,61.9424765694726,187.889301581147,284.41129487983,402.160324529968,2196.28388768007,12.8076585942379,9.56886669214249,1.05302210168103,5.28786827435229,10.975254073315,17.3170738038391,56.1752015017808,-0.379075235292422,0.422989991842827,-3.10949777050369,-0.45449777050369,-0.29949777050369,-0.16449777050369,0.12050222949631
12,4_seg08,310.188340807175,375.791609455726,67,150,200,316,3847,35.1749049429658,17.7157318249623,17,17,33,50,117,3.5679012345679,1.4486051187689,0,2,4,5,7,3.28395061728395,1.82506553239353,0,2,4,5,7,404.968399565148,368.941192326467,22.4868118851995,187.889301581147,284.659673145869,422.131892633341,2196.28388768007,12.895904073105,9.5584509802687,1.05302210168103,5.28786827435229,11.1156574518942,17.3170738038391,56.1752015017808,-0.382460733466653,0.403620163162237,-3.10949777050369,-0.45449777050369,-0.29949777050369,-0.18949777050369,0.12050222949631
12,4_seg09,312.894736842105,370.442963051838,67,150,200,316,3847,35.6838487972509,17.9711372128167,17,17,33,50,117,3.52747252747253,1.41688750702736,0,2,4,5,7,3.25274725274725,1.76756836481589,0,2,3,5,7,403.389042707012,356.774934355169,22.4868118851995,189.629623798768,287.173539872585,465.974597367201,2196.28388768007,13.2512630565176,10.1942303212699,1.05302210168103,5.3200572914444,11.0268320163517,17.8409884011422,56.1752015017808,-0.393673594679514,0.385050691999164,-3.10949777050369,-0.45699777050369,-0.31949777050369,-0.20949777050369,0.12050222949631
