,FD_count,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_count,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_count,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_count,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_count,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_count,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_count,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max
1_seg23,559.0,332.67978533094816,246.38396209375068,67.0,167.0,266.0,416.0,2215.0,690.0,41.18115942028985,17.654413307976533,17.0,33.0,33.0,50.0,100.0,231.0,3.1471861471861478,0.9394625452322312,0.0,3.0,3.0,4.0,6.0,231.0,3.034632034632035,1.2916503493137619,0.0,2.0,3.0,4.0,7.0,379.0,406.9397020026128,287.8404464969605,53.105891867634746,222.70748680215354,324.6618635024145,498.3731830358511,1834.2945447100697,379.0,16.347934819102797,10.895244408746619,1.7524944316319464,7.745463369836947,13.423699991377022,22.927289555976547,54.927164894115,231.0,0.4788617450346318,0.4084549026404992,-2.673172887,0.2568271129999995,0.4918271129999998,0.7543271129999995,1.2618271129999994
1_seg24,581.0,334.67469879518075,245.27924802950162,67.0,167.0,266.0,416.0,2215.0,718.0,41.036211699164355,17.55680394343626,17.0,33.0,33.0,50.0,100.0,241.0,3.141078838174274,0.9336383121558964,0.0,3.0,3.0,4.0,6.0,241.0,3.033195020746888,1.297006874554553,0.0,2.0,3.0,4.0,7.0,393.0,406.5561622219624,285.55128439556063,53.105891867634746,225.11836399349548,324.4767631900101,498.669675659981,1834.2945447100697,393.0,16.32857619056356,10.816485219431256,1.7524944316319464,7.7484638656276426,13.423699991377022,22.658559242066488,54.927164894115,241.0,0.4966611378962653,0.4118221367744608,-2.673172887,0.276827113,0.5018271129999996,0.7718271129999996,1.3318271129999997
1_seg25,604.0,335.74668874172187,243.492813013069,67.0,167.0,266.0,433.0,2215.0,749.0,40.93858477970628,17.583611372626642,17.0,33.0,33.0,50.0,100.0,251.0,3.143426294820717,0.9270095002457184,0.0,3.0,3.0,4.0,6.0,251.0,3.0358565737051797,1.29101090752426,0.0,2.0,3.0,4.0,7.0,408.0,409.6912241933989,290.81636422450384,53.105891867634746,222.93851648906045,325.0736321126772,505.10357105101417,1834.2945447100697,408.0,16.324124441213375,10.740759618434298,1.7524944316319464,7.746963617732294,13.57854820938162,22.79292439902152,54.927164894115,251.0,0.5160303002509958,0.41587036748222495,-2.673172887,0.2893271129999997,0.526827113,0.8168271129999998,1.3318271129999997
1_seg26,623.0,339.59711075441413,247.91144265644328,67.0,167.0,266.0,433.0,2215.0,772.0,40.8199481865285,17.537581392164828,17.0,33.0,33.0,50.0,100.0,261.0,3.1226053639846745,0.9406966083961608,0.0,3.0,3.0,4.0,6.0,261.0,3.0076628352490418,1.3038178765124633,0.0,2.0,3.0,4.0,7.0,421.0,412.3037570384428,291.416238777967,53.105891867634746,225.77209827339297,330.2027274795623,502.42000391532434,1834.2945447100697,421.0,16.250204812153545,10.632539885608194,1.7524944316319464,7.889675458570022,13.423699991377022,22.58260905162027,54.927164894115,261.0,0.5273635114674328,0.4133722707765714,-2.673172887,0.29682711299999953,0.5318271129999999,0.8218271129999999,1.3318271129999997
1_seg27,643.0,341.4665629860031,249.0493765275481,67.0,167.0,266.0,433.0,2215.0,801.0,40.566791510611736,17.454966222188112,17.0,33.0,33.0,50.0,100.0,271.0,3.114391143911439,0.9417357389391958,0.0,3.0,3.0,4.0,6.0,271.0,3.0036900369003687,1.2981415633057325,0.0,2.0,3.0,4.0,7.0,434.0,407.2729115947005,288.88919312153195,53.105891867634746,223.6567506303494,324.5693133462123,500.0296053895542,1834.2945447100697,434.0,16.03188023856237,10.579090892771507,1.7524944316319464,7.7309067085450165,13.319432521359436,21.892094445225037,54.927164894115,271.0,0.5348898436273061,0.4099797101283921,-2.673172887,0.3043271129999998,0.5368271129999997,0.8293271129999997,1.3318271129999997
1_seg28,680.0,334.4044117647058,246.20868869707525,67.0,167.0,266.0,433.0,2215.0,844.0,40.3957345971564,17.434365126384236,17.0,33.0,33.0,50.0,100.0,281.0,3.1601423487544484,0.966942150555868,0.0,3.0,3.0,4.0,6.0,281.0,3.04982206405694,1.321933771713679,0.0,2.0,3.0,4.0,7.0,463.0,414.5825019862157,298.2256418401379,53.105891867634746,225.44523113344425,325.4854007229398,503.1463005108696,1834.2945447100697,463.0,16.175309929962438,10.651339935219095,1.7524944316319464,7.8190696620988325,13.423699991377022,22.44857004265856,54.927164894115,281.0,0.535457006238434,0.40455221060229396,-2.673172887,0.30682711299999976,0.5368271129999997,0.8218271129999999,1.3318271129999997
1_seg29,705.0,333.65248226950354,245.8190156088026,67.0,167.0,266.0,433.0,2215.0,877.0,40.49144811858609,17.426335036640218,17.0,33.0,33.0,50.0,100.0,291.0,3.1683848797250858,0.9662389596879568,0.0,3.0,3.0,4.0,6.0,291.0,3.061855670103093,1.335053399342906,0.0,2.0,3.0,4.0,7.0,479.0,416.31294763710304,298.3842645136702,53.105891867634746,227.2321952083037,328.382553774436,506.3345449956138,1834.2945447100697,479.0,16.314409108122288,10.713192064594919,1.7524944316319464,7.9102797861022465,13.640795766054113,22.927289555976547,54.927164894115,291.0,0.5418958415223365,0.4017760082152035,-2.673172887,0.3218271129999999,0.5518271129999994,0.8293271129999997,1.3318271129999997
1_seg3,75.0,329.08,198.59675019795563,83.0,183.0,266.0,450.0,1133.0,91.0,37.32967032967033,15.136457052835453,17.0,33.0,33.0,50.0,83.0,31.0,3.0967741935483866,0.8700512900466432,0.0,3.0,3.0,4.0,4.0,31.0,3.0,1.1547005383792517,0.0,2.0,3.0,4.0,5.0,49.0,479.77998013812186,373.787048915716,66.77757423407263,239.08107450212188,338.8037177799244,591.0688390312401,1822.7858154908552,49.0,15.618218656288686,10.628850047129225,2.1482265705582124,7.0289312374803865,12.434848694865243,22.658559242066488,50.1765624317792,31.0,0.0845690484838708,0.5862946339934063,-2.673172887,-0.02067288700000014,0.07682711299999978,0.4018271129999995,0.7018271129999998
1_seg30,731.0,332.5595075239398,243.0540561145396,67.0,167.0,266.0,433.0,2215.0,915.0,40.39344262295082,17.38451613232517,17.0,33.0,33.0,50.0,100.0,301.0,3.1727574750830563,0.9609311652345016,0.0,3.0,3.0,4.0,6.0,301.0,3.086378737541528,1.3313578943118192,0.0,2.0,3.0,4.0,7.0,496.0,412.87492177194946,294.71418628399977,53.105891867634746,226.62061981566632,325.0736321126772,502.7831522130969,1834.2945447100697,496.0,16.20599832765118,10.613791404241056,1.7524944316319464,7.854372560334427,13.470000322043074,22.507426527657262,54.927164894115,301.0,0.5482224618372091,0.39737813206687816,-2.673172887,0.3418271129999999,0.566827113,0.8318271129999997,1.3318271129999997
1_seg31,757.0,331.54821664464987,242.7508071088007,67.0,167.0,266.0,433.0,2215.0,943.0,40.42841993637328,17.322987634334467,17.0,33.0,33.0,50.0,100.0,311.0,3.1800643086816716,0.9670647286502804,0.0,3.0,3.0,4.0,6.0,311.0,3.0803858520900316,1.3259085183469477,0.0,2.0,3.0,4.0,7.0,514.0,408.9322266726302,291.58854297314195,53.105891867634746,225.83347328924683,318.95848949747705,500.71640111223456,1834.2945447100697,514.0,16.120375753539516,10.587113540034617,1.7524944316319464,7.783766763863237,13.319432521359436,22.09113459484966,54.927164894115,311.0,0.5502997818102892,0.3943690326686615,-2.673172887,0.349327113,0.566827113,0.8318271129999997,1.3318271129999997
1_seg32,775.0,334.76645161290315,249.2097814134136,67.0,167.0,266.0,433.0,2215.0,967.0,40.40641158221303,17.421437980032607,17.0,33.0,33.0,50.0,117.0,321.0,3.1557632398753888,0.9718086199295982,0.0,3.0,3.0,4.0,6.0,321.0,3.0654205607476634,1.3271517530791022,0.0,2.0,3.0,4.0,7.0,524.0,406.6427999055391,289.4632758298511,53.105891867634746,225.95622332095445,317.74964292162406,499.0556793753793,1834.2945447100697,524.0,16.071036121871145,10.655778569576812,1.7524944316319464,7.746963617732294,13.27529587634567,21.835712714032997,54.927164894115,321.0,0.5520451815358253,0.3916672484999324,-2.673172887,0.3418271129999999,0.566827113,0.8318271129999997,1.3318271129999997
1_seg33,794.0,335.52267002518886,250.33384542218454,67.0,167.0,266.0,433.0,2215.0,995.0,40.40904522613065,17.408586152353333,17.0,33.0,33.0,50.0,117.0,331.0,3.13595166163142,0.9737185444043508,0.0,3.0,3.0,4.0,6.0,331.0,3.0604229607250755,1.331200803086399,0.0,2.0,3.0,4.0,7.0,532.0,404.6417105313909,288.1001585363296,53.105891867634746,225.60866470341858,314.8436226223908,497.30498825163164,1834.2945447100697,532.0,15.985306065987935,10.638880308316681,1.7524944316319464,7.738610818879173,13.17190109772626,21.788241305932093,54.927164894115,331.0,0.5240929740271901,0.4422254347777072,-2.673172887,0.3218271129999999,0.5518271129999994,0.8243271129999998,1.3318271129999997
1_seg34,811.0,337.68927250308263,253.02128368161016,67.0,167.0,266.0,433.0,2215.0,1020.0,40.397058823529406,17.415552341869468,17.0,33.0,33.0,50.0,117.0,341.0,3.117302052785924,0.9841507504809636,0.0,3.0,3.0,4.0,6.0,341.0,3.0439882697947214,1.3463896996751756,0.0,2.0,3.0,4.0,7.0,540.0,402.79132316943117,286.5408301025974,53.105891867634746,225.08076100344485,314.3676713409726,496.0969194697585,1834.2945447100697,540.0,15.910985808738234,10.587333325452164,1.7524944316319464,7.738610818879173,13.084173142784875,21.664764799390653,54.927164894115,341.0,0.5317391364604103,0.4389599920155655,-2.673172887,0.3268271129999998,0.5618271130000001,0.8318271129999997,1.3318271129999997
1_seg35,831.0,339.56438026474126,254.84217252719486,67.0,167.0,266.0,433.0,2215.0,1051.0,40.17316841103711,17.3776123996801,17.0,33.0,33.0,50.0,117.0,351.0,3.111111111111111,0.9807674351775564,0.0,3.0,3.0,4.0,6.0,351.0,3.0455840455840457,1.3472412608953954,0.0,2.0,3.0,4.0,7.0,550.0,402.3433486321572,284.4227965340586,53.105891867634746,226.23906383504558,315.88417878650296,494.62428241877706,1834.2945447100697,550.0,15.857552573256008,10.513218473149475,1.7524944316319464,7.760411394928747,13.055631843500722,21.430570202900206,54.927164894115,351.0,0.536100617273504,0.436712523107396,-2.673172887,0.3393271129999997,0.566827113,0.8318271129999997,1.3318271129999997
1_seg36,854.0,339.15690866510533,253.1664535314957,67.0,167.0,266.0,433.0,2215.0,1082.0,40.1007393715342,17.45791872968662,17.0,33.0,33.0,50.0,117.0,361.0,3.1108033240997233,0.9825814456431858,0.0,2.0,3.0,4.0,6.0,361.0,3.0470914127423825,1.3459811022936428,0.0,2.0,3.0,4.0,7.0,562.0,402.05776946052634,283.654674497095,53.105891867634746,225.2817975634699,315.88417878650296,496.1478056757103,1834.2945447100697,562.0,15.834450309654429,10.49124683228351,1.7524944316319464,7.743963121941597,13.055631843500722,21.02308766746676,54.927164894115,361.0,0.5268132625844874,0.4362267979527135,-2.673172887,0.3218271129999999,0.5518271129999994,0.8268271129999998,1.3318271129999997
1_seg37,879.0,338.11717861205915,251.2216278489816,67.0,167.0,266.0,433.0,2215.0,1113.0,40.122192273135674,17.551808763573906,17.0,33.0,33.0,50.0,117.0,371.0,3.1132075471698117,0.979858350241238,0.0,2.5,3.0,4.0,6.0,371.0,3.0485175202156336,1.3367231865255107,0.0,2.0,3.0,4.0,7.0,575.0,405.2461568556782,287.47650979596636,53.105891867634746,225.44523113344425,316.3601300679212,499.44168309077764,1834.2945447100697,575.0,15.891627217827196,10.50335492581285,1.7524944316319464,7.745463369836947,13.118552646367743,21.609098847789234,54.927164894115,371.0,0.5219753609784363,0.4323378210111299,-2.673172887,0.30682711299999976,0.5468271129999995,0.8218271129999999,1.3318271129999997
1_seg38,904.0,337.5376106194691,250.67425073035253,67.0,167.0,266.0,433.0,2215.0,1146.0,40.2914485165794,17.63052771740796,17.0,33.0,33.0,50.0,117.0,381.0,3.118110236220472,0.9782974461170562,0.0,3.0,3.0,4.0,6.0,381.0,3.0551181102362204,1.333616491552042,0.0,2.0,3.0,4.0,7.0,591.0,405.68570229111367,287.71600368900243,53.105891867634746,225.04315801339425,317.942216279782,499.44168309077764,1834.2945447100697,591.0,15.962443369826756,10.49681610582664,1.7524944316319464,7.772358924229852,13.244020593494506,21.73734449034381,54.927164894115,381.0,0.5186118899028869,0.4277285057250133,-2.673172887,0.3018271129999999,0.5368271129999997,0.816827113,1.3318271129999997
1_seg39,931.0,335.90977443609023,249.5268219277177,67.0,167.0,266.0,433.0,2215.0,1182.0,40.20896785109983,17.624827211715488,17.0,33.0,33.0,50.0,117.0,391.0,3.1278772378516626,0.976133316487804,0.0,3.0,3.0,4.0,6.0,391.0,3.071611253196931,1.3492589465698128,0.0,2.0,3.0,4.0,7.0,610.0,405.562490927393,286.4166830802048,53.105891867634746,225.2817975634699,320.00909849683484,499.82768680617613,1834.2945447100697,610.0,15.942766899122114,10.434402900053769,1.7524944316319464,7.797454174588598,13.234635071289642,21.759579474387134,54.927164894115,391.0,0.5136301820537081,0.42688452121398734,-2.673172887,0.2993271129999995,0.5368271129999997,0.7968271129999998,1.3318271129999997
1_seg4,103.0,315.95145631067965,193.5992615972376,83.0,183.0,250.0,416.0,1133.0,126.0,36.849206349206355,14.51347923018734,17.0,33.0,33.0,50.0,83.0,41.0,3.1951219512195124,0.8431936964636878,0.0,3.0,3.0,4.0,4.0,41.0,3.1219512195121952,1.1223885679928212,0.0,2.0,3.0,4.0,5.0,67.0,445.68493874320177,362.1937635453892,66.77757423407263,224.25947988110082,325.6766964758543,556.0241110015197,1822.7858154908552,67.0,14.837511462614447,10.584660159758966,2.1482265705582124,6.198840681374509,11.180522686737502,21.201373398905762,50.1765624317792,41.0,0.10694906421951203,0.5228569209220602,-2.673172887,-0.0281728870000002,0.13682711299999986,0.38682711299999983,0.7018271129999998
1_seg40,952.0,337.14495798319325,248.9175261026225,67.0,167.0,266.0,433.0,2215.0,1210.0,40.06363636363636,17.645580218306645,17.0,33.0,33.0,50.0,117.0,401.0,3.1147132169576066,0.9756064678188001,0.0,2.0,3.0,4.0,6.0,401.0,3.0673316708229437,1.3557120314504298,0.0,2.0,3.0,4.0,7.0,623.0,406.7100913504657,287.45329259011504,53.105891867634746,225.44523113344425,323.01646521586946,500.3483029104931,1834.2945447100697,623.0,15.890355033325216,10.407718373746338,1.7524944316319464,7.772358924229852,13.225249549084776,21.685732052882532,54.927164894115,401.0,0.5096076616284287,0.4258933983060764,-2.673172887,0.29682711299999953,0.5368271129999997,0.7868271129999997,1.3318271129999997
1_seg41,976.0,336.67008196721315,248.02341032268677,67.0,167.0,266.0,433.0,2215.0,1247.0,40.036888532477946,17.639749344142114,17.0,33.0,33.0,50.0,117.0,411.0,3.111922141119221,0.9788639277474476,0.0,2.0,3.0,4.0,6.0,411.0,3.0851581508515813,1.3757653876139535,0.0,2.0,3.0,4.0,7.0,638.0,406.6513880881753,288.2474752971252,53.105891867634746,224.4804864917741,320.00909849683484,500.41560910495247,1834.2945447100697,638.0,15.898582430633919,10.436661622173087,1.7524944316319464,7.743963121941597,13.234635071289642,21.68930328756984,54.927164894115,411.0,0.5146251665279803,0.4235023317194509,-2.673172887,0.30182711299999965,0.5368271129999997,0.7918271129999996,1.3318271129999997
1_seg42,1004.0,334.7649402390438,245.3721216675227,67.0,167.0,266.0,433.0,2215.0,1286.0,39.883359253499215,17.610054253403124,17.0,33.0,33.0,50.0,117.0,421.0,3.1163895486935873,0.9750420163279097,0.0,2.0,3.0,4.0,6.0,421.0,3.1068883610451308,1.3733778515839532,0.0,2.0,3.0,4.0,7.0,653.0,403.99371568915046,288.4964407110237,53.105891867634746,222.0204974274632,317.5570695634661,498.0766904117212,1834.2945447100697,653.0,15.765209546432464,10.424834798032013,1.7524944316319464,7.635331315765991,13.102478985875225,21.66014656060432,54.927164894115,421.0,0.5141905334275532,0.4200576020496492,-2.673172887,0.3018271129999999,0.5368271129999997,0.7918271129999996,1.3318271129999997
