,FD_count,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_count,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_count,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_count,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_count,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_count,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_count,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max
1_seg28,701.0,319.9072753209701,273.4697762691673,67.0,150.0,233.0,383.0,2182.0,982.0,34.38391038696537,20.11243284458002,17.0,17.0,33.0,50.0,167.0,281.0,3.238434163701068,1.2291473685794618,0.0,3.0,3.0,4.0,6.0,281.0,3.5729537366548043,2.069122008760666,0.0,2.0,3.0,5.0,11.0,458.0,399.264093606838,273.43482291444445,30.20815597044348,220.217712103296,326.32773959140917,494.2333113350435,2375.8753576683553,458.0,15.772979241920938,12.025887401305713,0.5135386514975392,6.689706789637067,12.24217052455241,21.874082240967603,55.267099374618155,281.0,0.10304242223487536,0.8000542396298961,-3.262473592,-0.307473592,0.26752640800000016,0.6325264079999999,1.5275264080000002
1_seg29,722.0,324.76592797783934,312.67628579315686,67.0,150.0,233.0,383.0,4380.0,1010.0,34.308910891089106,20.08583216888784,17.0,17.0,33.0,50.0,167.0,291.0,3.2268041237113403,1.2415659298047377,0.0,2.0,3.0,4.0,6.0,291.0,3.5463917525773194,2.0845273270061,0.0,2.0,3.0,5.0,11.0,472.0,400.91354241612845,271.9454687190981,30.20815597044348,223.84711491302247,327.1052673240015,492.92351302678617,2375.8753576683553,472.0,15.836816323802829,11.964060491467592,0.5135386514975392,6.785213639026829,12.379381696885364,21.849647790990602,55.267099374618155,291.0,0.11934771384192434,0.7926314417439214,-3.262473592,-0.27997359199999994,0.2925264080000001,0.6375264079999999,1.5275264080000002
1_seg3,73.0,357.56164383561645,293.39450054971354,67.0,167.0,266.0,450.0,2082.0,84.0,32.63095238095238,17.81550682465677,17.0,17.0,33.0,50.0,100.0,31.0,3.0967741935483866,1.2477937519124818,0.0,3.0,3.0,4.0,6.0,31.0,2.7419354838709675,1.5268211407034304,0.0,2.0,3.0,3.5,6.0,50.0,434.28193222615766,294.19888374276866,30.20815597044348,245.99682175983543,367.54339554695883,509.2657192079667,1571.4205608544578,50.0,14.824230498804743,10.6967119304762,0.5135386514975392,7.572071876296568,12.005510453303595,19.440292999749765,48.905297194428556,31.0,0.009300601548386987,0.6743015502319132,-3.262473592,-0.022473592000000327,0.192526408,0.3050264079999998,0.567526408
1_seg30,744.0,325.48252688172045,312.0194841831061,67.0,150.0,233.0,383.0,4380.0,1037.0,34.380906460945035,19.978186510371067,17.0,17.0,33.0,50.0,167.0,301.0,3.2159468438538212,1.25028457447295,0.0,2.0,3.0,4.0,6.0,301.0,3.521594684385382,2.0777468842887603,0.0,2.0,3.0,5.0,11.0,490.0,398.3520838293636,271.6941909752323,30.20815597044348,220.8936117299486,326.32773959140917,490.09302761905167,2375.8753576683553,490.0,15.665222492283695,11.837069379735372,0.5135386514975392,6.751852472548461,12.319925211361301,21.43854767975364,55.267099374618155,301.0,0.14250979670431888,0.7897692171703147,-3.262473592,-0.2374735920000001,0.2975264079999995,0.692526408,1.5275264080000002
1_seg31,765.0,327.69673202614376,311.070187955799,67.0,150.0,233.0,400.0,4380.0,1066.0,34.55816135084428,20.02877962188452,17.0,17.0,33.0,50.0,167.0,311.0,3.1993569131832795,1.2438751511132025,0.0,2.0,3.0,4.0,6.0,311.0,3.5016077170418005,2.0539098797183803,0.0,2.0,3.0,5.0,11.0,506.0,400.01878092606086,269.36413406071074,30.20815597044348,224.9643107221636,328.70439226445137,494.2333113350435,2375.8753576683553,506.0,15.828783572403822,11.825444686877502,0.5135386514975392,6.805247112450234,12.508550373662985,21.74764045647563,55.267099374618155,311.0,0.15947174562057873,0.7832311035183132,-3.262473592,-0.18747359200000016,0.3025264080000003,0.7075264079999997,1.5275264080000002
1_seg32,787.0,328.3163913595934,331.5734411000688,67.0,150.0,233.0,391.5,4380.0,1101.0,34.47774750227066,19.99365137450581,17.0,17.0,33.0,50.0,167.0,321.0,3.1993769470404985,1.2639717602034866,0.0,2.0,3.0,4.0,6.0,321.0,3.501557632398754,2.0843533328587496,0.0,2.0,3.0,5.0,11.0,521.0,397.98272515356086,268.3714057713687,30.20815597044348,222.01491086637643,326.9695674192279,494.8882104891722,2375.8753576683553,521.0,15.718087451717755,11.84597071217094,0.5135386514975392,6.743209958736289,12.356015598571096,21.68818025816896,55.267099374618155,321.0,0.18170086282866035,0.7829236198189482,-3.262473592,-0.1374735920000001,0.3225264079999999,0.7275264080000001,1.5275264080000002
1_seg33,818.0,324.8129584352078,326.72126693875,67.0,150.0,233.0,383.0,4380.0,1143.0,34.599300087489055,20.022633415630764,17.0,17.0,33.0,50.0,167.0,331.0,3.2205438066465257,1.2563780338672963,0.0,2.0,3.0,4.0,6.0,331.0,3.5226586102719035,2.070412095140951,0.0,2.0,3.0,5.0,11.0,542.0,397.8131708712282,265.7896567311594,30.20815597044348,222.64441994340092,328.70439226445137,494.2333113350435,2375.8753576683553,542.0,15.764807354586454,11.83782850866039,0.5135386514975392,6.7802578889989285,12.379381696885364,21.74764045647563,55.267099374618155,331.0,0.17991311494864035,0.7755509566548248,-3.262473592,-0.13997359200000006,0.3075264080000002,0.7275264080000001,1.5275264080000002
1_seg34,838.0,327.7947494033413,328.78065283482164,67.0,150.0,233.0,383.0,4380.0,1166.0,34.70240137221269,19.94231451942205,17.0,17.0,33.0,50.0,167.0,341.0,3.2082111436950145,1.253485738436496,0.0,2.0,3.0,4.0,6.0,341.0,3.489736070381232,2.0674039391912107,0.0,2.0,3.0,5.0,11.0,557.0,400.31319720559634,268.8620708787541,30.20815597044348,226.48369410294097,333.95319309539707,494.8882104891722,2375.8753576683553,557.0,15.826486212500091,11.771556005779985,0.5135386514975392,6.854255085722923,12.508063532627828,21.8374305660021,55.267099374618155,341.0,0.20217450184164207,0.7751549328459916,-3.262473592,-0.08247359200000037,0.3375264079999996,0.7475264079999997,1.5275264080000002
1_seg35,859.0,329.66938300349244,328.66217857846163,67.0,150.0,233.0,391.5,4380.0,1193.0,34.71500419111484,19.90735887648241,17.0,17.0,33.0,50.0,167.0,351.0,3.1937321937321936,1.254507542340489,0.0,2.0,3.0,4.0,6.0,351.0,3.475783475783476,2.05464224174301,0.0,2.0,3.0,5.0,11.0,573.0,403.4917996134528,273.7302515169178,30.20815597044348,227.47916413451458,337.39255198795877,495.574486971802,2375.8753576683553,573.0,15.789336232937195,11.656472351482163,0.5135386514975392,6.864301849932102,12.53211124352056,21.454880012694193,55.267099374618155,351.0,0.2239936444672364,0.7761324801737309,-3.262473592,-0.049973592000000185,0.3675264079999998,0.7675264080000002,1.5275264080000002
1_seg36,883.0,330.85503963759913,326.6262321307896,67.0,150.0,233.0,400.0,4380.0,1223.0,34.61324611610793,19.77396959380337,17.0,17.0,33.0,50.0,167.0,361.0,3.1911357340720223,1.2558879487670938,0.0,2.0,3.0,4.0,6.0,361.0,3.4626038781163437,2.035616991066407,0.0,2.0,3.0,5.0,11.0,592.0,405.13456112648316,273.91981481523186,30.20815597044348,227.75494254803024,338.0791862314276,500.1689324092708,2375.8753576683553,592.0,15.746667626172213,11.595021784991332,0.5135386514975392,6.837919094632027,12.58113893492173,21.40588301387253,55.267099374618155,361.0,0.23031034151800545,0.7672726357886354,-3.262473592,-0.037473592,0.3725264079999997,0.7625264080000003,1.5275264080000002
1_seg37,910.0,329.6626373626374,323.2756190702075,67.0,150.0,233.0,383.0,4380.0,1264.0,34.49367088607595,19.711737932650326,17.0,17.0,33.0,50.0,167.0,371.0,3.2021563342318062,1.2496899885113286,0.0,2.0,3.0,4.0,6.0,371.0,3.47978436657682,2.041858177798209,0.0,2.0,3.0,5.0,11.0,611.0,404.90100652133276,274.3428945437746,30.20815597044348,226.98419490061087,334.6466522193757,500.77007843272384,2375.8753576683553,611.0,15.642243338756854,11.507437168709195,0.5135386514975392,6.788301317700058,12.508063532627828,21.196728020738146,55.267099374618155,371.0,0.24427842956334225,0.7621739199726285,-3.262473592,-0.01997359199999993,0.3825264079999999,0.775026408,1.5275264080000002
1_seg38,930.0,332.2989247311828,323.129381684453,67.0,150.0,241.5,400.0,4380.0,1289.0,34.51280062063615,19.687150150490293,17.0,17.0,33.0,50.0,167.0,381.0,3.1889763779527565,1.240112156204771,0.0,2.0,3.0,4.0,6.0,381.0,3.4540682414698165,2.0329173969198227,0.0,2.0,3.0,5.0,11.0,627.0,406.14668450368686,275.39759466815525,30.20815597044348,227.4194561458,338.7658204748963,500.77007843272384,2375.8753576683553,627.0,15.657802141635024,11.421727257713108,0.5135386514975392,6.859278467827513,12.53211124352056,21.196728020738146,55.267099374618155,381.0,0.259048717711286,0.7579198802615642,-3.262473592,-0.007473592000000195,0.4125264079999997,0.7875264079999997,1.5275264080000002
1_seg39,957.0,331.64263322884017,320.0384060709322,67.0,150.0,250.0,400.0,4380.0,1323.0,34.544973544973544,19.585030755862352,17.0,17.0,33.0,50.0,167.0,391.0,3.1969309462915603,1.2297970617821774,0.0,2.0,3.0,4.0,6.0,391.0,3.455242966751918,2.0172123135007056,0.0,2.0,3.0,5.0,11.0,649.0,406.2019903905504,276.0746235470582,30.20815597044348,226.6086416441362,337.39255198795877,499.5677863858177,2375.8753576683553,649.0,15.577650014747231,11.300861800900593,0.5135386514975392,6.932180068090251,12.509037214698145,21.08030571868497,55.267099374618155,391.0,0.2699944386905369,0.752245601175682,-3.262473592,0.007526407999999706,0.42252640799999996,0.7875264079999997,1.5275264080000002
1_seg4,99.0,349.6060606060606,274.58613823322,67.0,167.0,283.0,450.0,2082.0,127.0,31.866141732283463,17.531541735698724,17.0,17.0,33.0,50.0,100.0,41.0,3.1463414634146343,1.1305081956747616,0.0,3.0,3.0,4.0,6.0,41.0,3.1219512195121952,1.7492158521923404,0.0,2.0,3.0,4.0,8.0,64.0,415.42999446056206,272.90868425664934,30.20815597044348,229.88148460672252,361.7251812132148,475.85432901153763,1571.4205608544578,64.0,14.828155756319685,10.599649819798627,0.5135386514975392,7.461169750016977,12.228524533654225,20.02251225228556,48.905297194428556,41.0,0.0255751884878048,0.6053468820114428,-3.262473592,-0.03747359200000045,0.1875264080000001,0.27252640800000005,0.567526408
1_seg40,988.0,328.84210526315786,316.09151421396314,67.0,150.0,233.0,400.0,4380.0,1361.0,34.73328434974284,19.6413089262775,17.0,17.0,33.0,50.0,167.0,401.0,3.2069825436408976,1.218421569980815,0.0,2.0,3.0,4.0,6.0,401.0,3.468827930174564,1.9999127162998775,0.0,2.0,3.0,5.0,11.0,670.0,407.76161073098035,276.28962871027227,30.20815597044348,227.3896021514428,340.1558724374244,502.08993239089625,2375.8753576683553,670.0,15.643035430638774,11.243237212881176,0.5135386514975392,7.002090579389068,12.62220177866608,21.253236662696587,55.267099374618155,401.0,0.2773767820648378,0.7468075237677441,-3.262473592,0.012526407999999822,0.4275264079999999,0.7875264079999997,1.5275264080000002
1_seg41,1011.0,330.12462908011867,315.96606895273027,67.0,150.0,250.0,400.0,4380.0,1388.0,34.74135446685879,19.573722255170797,17.0,17.0,33.0,50.0,167.0,411.0,3.2092457420924574,1.21976093837301,0.0,2.0,3.0,4.0,6.0,411.0,3.450121654501217,1.9961716370784053,0.0,2.0,3.0,4.5,11.0,688.0,406.738833822146,275.4378233725326,30.20815597044348,227.1719715288482,339.6269643098866,499.0978602860369,2375.8753576683553,688.0,15.549470652397213,11.141994306325154,0.5135386514975392,7.0531408042041575,12.536271078330133,21.043885875029297,55.267099374618155,411.0,0.2991200819659367,0.7525689841867546,-3.262473592,0.027526407999999947,0.4525264079999998,0.8125264080000001,1.6775264080000003
