,FD_count,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_count,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_count,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_count,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_count,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_count,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_count,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max
1_seg19,504.0,321.99404761904765,262.70982329700814,67.0,167.0,233.0,383.0,2165.0,595.0,39.727731092436976,18.85197934739937,17.0,25.0,33.0,50.0,150.0,191.0,3.4293193717277486,1.1397040509626422,0.0,3.0,3.0,4.0,7.0,191.0,3.1832460732984287,1.4153042957807882,0.0,2.0,3.0,4.0,7.0,374.0,340.6884718479426,213.3597420431624,50.07546159434534,212.13573390719705,295.4093534100942,395.1456819075945,2003.8250514931399,374.0,14.981032042681774,11.362193474507587,1.5615858990776097,6.919585715297573,11.51458872054765,19.252422013934453,60.9678684273639,191.0,0.2539274287696333,0.2930321219073957,-2.495496655,0.122003345,0.2595033449999997,0.417003345,0.7845033450000001
1_seg2,49.0,372.530612244898,332.0029556871957,83.0,150.0,250.0,416.0,1749.0,60.0,36.48333333333333,20.84282721531999,17.0,17.0,33.0,50.0,117.0,21.0,3.0,1.3038404810405295,0.0,2.0,3.0,4.0,5.0,21.0,2.9047619047619047,1.5461164867099082,0.0,2.0,3.0,4.0,5.0,32.0,429.60550136388946,229.52671411972815,143.48145572116826,275.10899638147305,356.7582680157449,577.8911335818683,1071.6312403729914,32.0,17.075183832050808,11.001592513533328,2.51557180142516,9.394015374536613,15.508471803614233,22.660539974905664,43.71215982025985,21.0,0.034265249761904544,0.6100071232995484,-2.495496655,0.024503344999999843,0.17950334499999965,0.2695033449999995,0.4745033449999996
1_seg20,535.0,318.6242990654206,258.66498036577303,67.0,167.0,233.0,383.0,2165.0,635.0,39.584251968503935,18.765960295277182,17.0,25.0,33.0,50.0,150.0,201.0,3.45273631840796,1.1353435493824668,0.0,3.0,3.0,4.0,7.0,201.0,3.228855721393035,1.4273623170308238,0.0,2.0,3.0,4.0,7.0,401.0,336.5693488571606,209.2909302853532,50.07546159434534,207.89773242297932,291.8653857804398,391.8305481796783,2003.8250514931399,401.0,14.785528123382573,11.308469688391053,1.5615858990776097,6.834581339581177,11.43740692148216,18.94207160505379,60.9678684273639,201.0,0.26067249922885555,0.288818284123047,-2.495496655,0.12950334499999985,0.2645033449999996,0.4295033449999997,0.7845033450000001
1_seg21,568.0,314.2799295774648,254.11929211085632,67.0,167.0,233.0,366.0,2165.0,672.0,39.857142857142854,18.877528480746875,17.0,33.0,33.0,50.0,150.0,211.0,3.4739336492890995,1.135166518246573,0.0,3.0,3.0,4.0,7.0,211.0,3.2511848341232232,1.4304298451389146,0.0,2.0,3.0,4.0,7.0,423.0,334.31079814986725,206.28499302709932,50.07546159434534,207.34187696696728,291.44538881161867,394.1632467714716,2003.8250514931399,423.0,14.83268388899185,11.277586015002251,1.5615858990776097,6.847603254769747,11.476812942562521,19.095586806537174,60.9678684273639,211.0,0.2597403118246444,0.2827786291485567,-2.495496655,0.13450334499999972,0.2595033449999997,0.4220033449999998,0.7845033450000001
1_seg22,598.0,312.80434782608694,252.19941761574574,67.0,167.0,233.0,366.0,2165.0,709.0,39.936530324400564,18.750447974482704,17.0,33.0,33.0,50.0,150.0,221.0,3.479638009049774,1.1384965585461702,0.0,3.0,3.0,4.0,7.0,221.0,3.2850678733031677,1.4444890949302025,0.0,2.0,3.0,4.0,7.0,446.0,333.6742101497094,203.9365879860825,50.07546159434534,207.7934138384562,291.65538729602923,395.799643874176,2003.8250514931399,446.0,14.89048340780982,11.26922582490978,1.4768497996692027,6.888137442516421,11.485512311959354,19.153159030233358,60.9678684273639,221.0,0.26504633142533923,0.2781112011214624,-2.495496655,0.1395033449999996,0.2695033449999995,0.42450334499999975,0.7845033450000001
1_seg23,622.0,313.5353697749196,254.8399476298704,67.0,167.0,233.0,366.0,2165.0,740.0,39.77297297297297,18.770383037562283,17.0,33.0,33.0,50.0,150.0,231.0,3.463203463203463,1.1448129321976952,0.0,3.0,3.0,4.0,7.0,231.0,3.277056277056277,1.4570195878668957,0.0,2.0,3.0,4.0,7.0,458.0,333.32321141464814,202.6177669162775,50.07546159434534,208.16055541595767,291.9054442931533,394.8172087380529,2003.8250514931399,458.0,14.881694127062024,11.277064183813314,1.4768497996692027,6.863586638876347,11.469068475913087,19.153159030233358,60.9678684273639,231.0,0.2709752064718613,0.2742852336932705,-2.495496655,0.14950334499999984,0.27450334499999984,0.4320033449999996,0.7845033450000001
1_seg24,651.0,312.1597542242704,251.49004380219867,67.0,167.0,233.0,366.0,2165.0,783.0,39.699872286079184,18.83283815102076,17.0,25.0,33.0,50.0,150.0,241.0,3.4730290456431536,1.1329803778763494,0.0,3.0,3.0,4.0,7.0,241.0,3.3236514522821583,1.467360423120929,0.0,2.0,3.0,4.0,7.0,475.0,333.3726449727625,200.51330144243155,50.07546159434534,209.55233997281545,291.9455028058668,394.1632467714716,2003.8250514931399,475.0,14.966171081036773,11.3068495999209,1.4768497996692027,6.847603254769747,11.4884300667236,19.279639467125303,60.9678684273639,241.0,0.2768062495643152,0.2712367269253834,-2.495496655,0.14950334499999984,0.28450334499999963,0.4345033449999995,0.7845033450000001
1_seg25,672.0,314.8482142857143,255.2165864278116,67.0,167.0,233.0,383.0,2165.0,803.0,39.623910336239106,18.76180994389941,17.0,25.0,33.0,50.0,150.0,251.0,3.4581673306772913,1.1283807105265695,0.0,3.0,3.0,4.0,7.0,251.0,3.2709163346613552,1.4772646198200616,0.0,2.0,3.0,4.0,7.0,481.0,333.4589478699131,200.00528845484004,50.07546159434534,210.15565555073815,293.47905410165583,395.4711707046344,2003.8250514931399,481.0,15.01643304113752,11.296512186686606,1.4768497996692027,6.860625169958317,11.540747374371698,19.298284503656266,60.9678684273639,251.0,0.2866945800597608,0.27191060899286096,-2.495496655,0.15450334499999974,0.29450334499999986,0.44450334499999977,0.789503345
1_seg26,695.0,316.60287769784173,254.78973190555052,67.0,167.0,233.0,383.0,2165.0,833.0,39.599039615846344,18.798913098685734,17.0,17.0,33.0,50.0,150.0,261.0,3.4482758620689653,1.1241265397870388,0.0,3.0,3.0,4.0,7.0,261.0,3.2643678160919536,1.473821068214883,0.0,2.0,3.0,4.0,7.0,494.0,331.79851765991384,197.9205809741842,50.07546159434534,210.82603279496064,290.8634679262985,391.574814507035,2003.8250514931399,494.0,14.933185005550316,11.206015962424637,1.4768497996692027,6.888137442516421,11.523913244855162,19.241601201601238,60.9678684273639,261.0,0.2940627319731799,0.26966627758641804,-2.495496655,0.15450334500000018,0.30450334499999965,0.4495033450000001,0.789503345
1_seg27,721.0,317.0124826629681,253.87859327195054,67.0,167.0,233.0,383.0,2165.0,867.0,39.46943483275663,18.892241525689183,17.0,17.0,33.0,50.0,150.0,271.0,3.4538745387453877,1.1141737209688043,0.0,3.0,3.0,4.0,7.0,271.0,3.2693726937269374,1.4748958448573688,0.0,2.0,3.0,4.0,7.0,514.0,330.1715662628544,196.26304573328125,50.07546159434534,208.16055541595767,290.22434123667716,394.8172087380529,2003.8250514931399,514.0,14.84340948610944,11.160282375178344,1.4768497996692027,6.8410922971754635,11.479703749878814,19.241601201601238,60.9678684273639,271.0,0.3032487324538744,0.27057602088968913,-2.495496655,0.16450334499999994,0.309503345,0.457003345,0.789503345
1_seg28,754.0,313.65649867374003,251.09179930355884,67.0,167.0,233.0,383.0,2165.0,905.0,39.56022099447514,18.882934889460454,17.0,17.0,33.0,50.0,150.0,281.0,3.469750889679715,1.108397947106991,0.0,3.0,3.0,4.0,7.0,281.0,3.2953736654804264,1.4693098304076604,0.0,2.0,3.0,4.0,7.0,540.0,329.3468193533656,194.66176346627103,50.07546159434534,206.9071776888665,290.8634679262985,395.58066176114824,2003.8250514931399,540.0,14.904888476586025,11.207202960336199,1.4768497996692027,6.795091775475821,11.485512311959354,19.274688862834942,60.9678684273639,281.0,0.3021367969572952,0.2708788688533229,-2.495496655,0.15450334500000018,0.30950334499999954,0.4595033449999999,0.789503345
1_seg29,785.0,311.60509554140134,248.31001129373783,67.0,167.0,233.0,383.0,2165.0,943.0,39.540827147401906,18.84781430825145,17.0,17.0,33.0,50.0,150.0,291.0,3.484536082474227,1.1059095373167052,0.0,3.0,3.0,4.0,7.0,291.0,3.3161512027491407,1.4796482449498023,0.0,2.0,3.0,4.0,8.0,562.0,329.5797484867558,194.21979734836185,45.24900956466112,206.18074050850112,290.0591197233223,397.9699282875384,2003.8250514931399,562.0,14.993643233847074,11.30142150457886,1.4768497996692027,6.792144343138534,11.497754591031118,19.296098546668702,60.9678684273639,291.0,0.3028366783333332,0.2672749886170232,-2.495496655,0.16200334500000002,0.309503345,0.457003345,0.789503345
1_seg3,76.0,345.65789473684214,292.2959027027955,83.0,167.0,241.5,404.0,1749.0,92.0,37.71739130434783,19.37502986141989,17.0,17.0,33.0,50.0,117.0,31.0,3.161290322580645,1.185939126980481,0.0,3.0,3.0,4.0,5.0,31.0,3.032258064516129,1.6017463587751533,0.0,2.0,3.0,4.0,6.0,50.0,368.63434936986437,219.46703746374405,60.67372188658064,235.66231794112932,316.82369365371386,460.54228415578393,1071.6312403729914,50.0,15.205909796983784,10.511067573611312,2.4889022643391963,7.928062569261192,11.820868782660856,19.32943151540682,43.71215982025985,31.0,0.12434205467741916,0.535049038050046,-2.495496655,0.029503344999999962,0.2145033449999998,0.3545033449999999,0.6595033450000001
1_seg30,813.0,310.78597785977865,246.1836711703696,67.0,167.0,233.0,383.0,2165.0,981.0,39.400611620795104,18.740591098670798,17.0,17.0,33.0,50.0,150.0,301.0,3.485049833887043,1.1093282115053409,0.0,3.0,3.0,4.0,7.0,301.0,3.3322259136212624,1.4908357931463296,0.0,2.0,3.0,4.0,8.0,582.0,327.36170423283335,192.5236913177744,45.24900956466112,204.7544627945865,290.0591197233223,392.5991291736512,2003.8250514931399,582.0,14.846369947839598,11.202560490438037,1.4768497996692027,6.727081744632997,11.469068475913087,19.131902141186217,60.9678684273639,301.0,0.3110481954983387,0.26737836265311543,-2.495496655,0.16450334499999994,0.3245033449999997,0.4745033449999996,0.789503345
1_seg31,838.0,311.208830548926,243.33944229247712,67.0,167.0,233.0,383.0,2165.0,1014.0,39.40335305719921,18.751927274417426,17.0,17.0,33.0,50.0,150.0,311.0,3.472668810289389,1.100612270785997,0.0,3.0,3.0,4.0,7.0,311.0,3.3376205787781346,1.4762090061264008,0.0,2.0,3.0,4.0,8.0,598.0,328.59069603319114,196.15166303660092,45.24900956466112,203.88169616105043,290.28322044981644,394.8172087380529,2003.8250514931399,598.0,14.896450782231689,11.200296123934226,1.4768497996692027,6.758576431289532,11.479703749878814,19.284590071415668,60.9678684273639,311.0,0.3129920909807072,0.26571352334016,-2.495496655,0.16450334499999994,0.3245033450000001,0.4745033449999996,0.8045033449999996
1_seg32,857.0,314.08401400233373,245.6932684990334,67.0,167.0,233.0,383.0,2165.0,1041.0,39.326609029779064,18.812765534284345,17.0,17.0,33.0,50.0,150.0,321.0,3.448598130841121,1.097442864627355,0.0,3.0,3.0,4.0,7.0,321.0,3.3177570093457938,1.4849124395973752,0.0,2.0,3.0,4.0,8.0,605.0,327.43569862455337,195.58896579608776,45.24900956466112,203.64089507544688,290.1671354323762,392.8553228383087,2003.8250514931399,605.0,14.819931582493885,11.164343318088028,1.4768497996692027,6.747878366062746,11.43740692148216,19.15719003077124,60.9678684273639,321.0,0.3142073948442366,0.2705174259910025,-2.495496655,0.16450334499999994,0.3245033450000001,0.4795033449999999,0.8445033449999997
1_seg33,881.0,315.0760499432463,247.08673464414596,67.0,167.0,233.0,383.0,2165.0,1069.0,39.340505144995326,18.72344701928348,17.0,17.0,33.0,50.0,150.0,331.0,3.4441087613293053,1.1033228216352584,0.0,3.0,3.0,4.0,7.0,331.0,3.302114803625378,1.4830236513341764,0.0,2.0,3.0,4.0,8.0,623.0,324.91951950038595,193.8150908761673,45.24900956466112,202.82240760141144,288.57540857329775,387.6673428238754,2003.8250514931399,623.0,14.688728855371465,11.05319711244877,1.4768497996692027,6.734013951776247,11.43740692148216,19.07171165581631,60.9678684273639,331.0,0.3132042513444106,0.2672990119455267,-2.495496655,0.16700334499999991,0.3245033449999997,0.4745033449999996,0.8445033449999997
1_seg34,908.0,315.2444933920705,245.28531577087762,67.0,167.0,233.0,383.0,2165.0,1099.0,39.28207461328481,18.599619951997045,17.0,17.0,33.0,50.0,150.0,341.0,3.436950146627566,1.0979853585122759,0.0,3.0,3.0,4.0,7.0,341.0,3.2961876832844577,1.4723780724395459,0.0,2.0,3.0,4.0,8.0,639.0,322.5248632628769,192.43235352195128,45.24900956466112,200.11413825856255,286.66808650342097,385.8782517936229,2003.8250514931399,639.0,14.566352703724847,10.957075445473931,1.4768497996692027,6.789562102070747,11.372706585726911,18.903412410620167,60.9678684273639,341.0,0.3185942540909089,0.2656394514785373,-2.495496655,0.17950334499999965,0.3395033449999998,0.4795033449999999,0.8445033449999997
1_seg35,931.0,317.0816326530612,246.37558921969745,67.0,167.0,233.0,383.0,2165.0,1128.0,39.233156028368796,18.55684281418291,17.0,17.0,33.0,50.0,150.0,351.0,3.4245014245014245,1.1003237026949162,0.0,3.0,3.0,4.0,7.0,351.0,3.2905982905982905,1.4700427344215683,0.0,2.0,3.0,4.0,8.0,657.0,323.4363230059002,192.65685400877825,45.24900956466112,200.60332053422906,286.7586518739273,385.96569007312513,2003.8250514931399,657.0,14.560077512391677,10.882817601848789,1.4768497996692027,6.796565491644462,11.421964291697678,18.86475321618653,60.9678684273639,351.0,0.32780818830484315,0.2741262294312415,-2.495496655,0.17950334499999965,0.3395033449999998,0.4920033450000001,1.0295033449999995
1_seg36,952.0,318.5882352941176,246.2669863970834,67.0,167.0,233.0,383.0,2165.0,1155.0,39.123809523809534,18.48033512055973,17.0,17.0,33.0,50.0,150.0,361.0,3.415512465373961,1.1000923322283072,0.0,3.0,3.0,4.0,7.0,361.0,3.2742382271468142,1.4718189950538392,0.0,2.0,3.0,4.0,8.0,669.0,322.03176726501613,191.96286012187824,45.24900956466112,199.03164691507482,286.70042106100425,385.7908135141207,2003.8250514931399,669.0,14.463992303149064,10.833520162930153,1.4768497996692027,6.7884535771716,11.372706585726911,18.740552933573717,60.9678684273639,361.0,0.3310961427839333,0.2722813043999932,-2.495496655,0.18450334499999954,0.3445033449999997,0.494503345,1.0295033449999995
1_seg37,979.0,318.291113381001,244.78100899520382,67.0,167.0,233.0,383.0,2165.0,1188.0,38.976430976430976,18.387281327898613,17.0,17.0,33.0,50.0,150.0,371.0,3.420485175202156,1.0959437654103397,0.0,3.0,3.0,4.0,7.0,371.0,3.274932614555256,1.4648649723912512,0.0,2.0,3.0,4.0,8.0,686.0,321.6383338025314,192.8407953383674,45.24900956466112,198.48693173167086,286.68425378221264,383.9493739745948,2003.8250514931399,686.0,14.345610810769005,10.74688563305595,1.4768497996692027,6.727081744632997,11.331926722736812,18.37794311439425,60.9678684273639,371.0,0.33465159297843644,0.27073107653347844,-2.495496655,0.18450334499999976,0.3445033449999997,0.4970033449999999,1.0295033449999995
1_seg38,1004.0,318.9750996015936,245.57770491239611,67.0,167.0,233.0,387.25,2165.0,1217.0,39.087099424815115,18.38541969745198,17.0,17.0,33.0,50.0,150.0,381.0,3.4199475065616802,1.0964156901733209,0.0,3.0,3.0,4.0,7.0,381.0,3.2677165354330713,1.4588143287451545,0.0,2.0,3.0,4.0,8.0,706.0,322.50519019292943,193.8206066453008,43.084402991759745,198.48693173167086,286.72953646746583,383.9493739745948,2003.8250514931399,706.0,14.377019553244473,10.717550147988485,1.4217852987280717,6.789007839621173,11.351307380080824,18.408140298083783,60.9678684273639,381.0,0.3393589880446192,0.2692143396722721,-2.495496655,0.19450334499999972,0.3545033449999995,0.4995033449999999,1.0295033449999995
1_seg39,1038.0,316.1811175337187,243.62197416677688,67.0,167.0,233.0,383.0,2165.0,1261.0,38.913560666137975,18.31209978407912,17.0,17.0,33.0,50.0,150.0,391.0,3.4347826086956523,1.0955468796178267,0.0,3.0,3.0,4.0,7.0,391.0,3.29923273657289,1.478035572436302,0.0,2.0,3.0,4.0,8.0,730.0,321.3321836898275,196.7200980597836,43.084402991759745,196.53508006181664,285.3375996214141,382.5825690651858,2003.8250514931399,730.0,14.228061106082494,10.642987911896203,1.4217852987280717,6.623061999839115,11.170321573481038,18.340658080977505,60.9678684273639,391.0,0.3423294319565216,0.2672828722145589,-2.495496655,0.19450334500000024,0.3545033449999999,0.5095033449999997,1.0295033449999995
1_seg4,100.0,350.64,274.72272596495566,83.0,179.0,250.0,404.0,1749.0,119.0,38.109243697479,21.125448512324844,17.0,17.0,33.0,50.0,150.0,41.0,3.1707317073170733,1.0701037104970303,0.0,3.0,3.0,4.0,5.0,41.0,2.9512195121951224,1.4309301085691628,0.0,2.0,3.0,4.0,6.0,68.0,349.31865794504637,217.93566518610996,60.67372188658064,193.0394535096385,291.6954458087428,432.4927446393039,1071.6312403729914,68.0,14.940674437417483,11.68765083253056,2.4814430365953846,6.366260762768885,11.820868782660856,18.459210336730507,60.9678684273639,41.0,0.2027960279268291,0.4938820832902546,-2.495496655,0.09950334500000002,0.2595033449999997,0.4395033449999999,0.7845033450000001
1_seg40,1063.0,316.9247412982126,244.9497238458344,67.0,167.0,233.0,383.0,2165.0,1287.0,38.97047397047397,18.461697518934184,17.0,17.0,33.0,50.0,150.0,401.0,3.428927680798005,1.0888347428590153,0.0,3.0,3.0,4.0,7.0,401.0,3.28428927680798,1.4727449053076795,0.0,2.0,3.0,4.0,8.0,751.0,320.859495516618,197.59559299484314,43.084402991759745,195.9402091521262,285.140454908742,381.76448278776354,2003.8250514931399,751.0,14.197989127995474,10.625821450927091,1.4217852987280717,6.5868560340537945,10.987915308253145,18.398788788573686,60.9678684273639,401.0,0.34907940485037386,0.2686590680126699,-2.495496655,0.1995033450000001,0.3595033449999998,0.519503345,1.0295033449999995
1_seg41,1089.0,316.89623507805334,243.71605584646335,67.0,167.0,233.0,383.0,2165.0,1322.0,38.92360060514372,18.400566172647352,17.0,17.0,33.0,50.0,150.0,411.0,3.4282238442822384,1.0872123711655552,0.0,3.0,3.0,4.0,7.0,411.0,3.2919708029197077,1.4708248089618443,0.0,2.0,3.0,4.0,8.0,766.0,321.2455324623415,197.0415852500896,43.084402991759745,196.13208547949048,285.3375996214141,382.5825690651858,2003.8250514931399,766.0,14.205997382341332,10.581986460271583,1.4217852987280717,6.623061999839115,11.203911834114368,18.408140298083783,60.9678684273639,411.0,0.3578001819829681,0.2724460465087787,-2.495496655,0.204503345,0.36450334500000015,0.529503345,1.0295033449999995
1_seg42,1116.0,317.18458781362006,243.2809775921981,67.0,167.0,233.0,387.25,2165.0,1355.0,38.80147601476015,18.38641519433978,17.0,17.0,33.0,50.0,150.0,421.0,3.4251781472684084,1.081107359585482,0.0,3.0,3.0,4.0,7.0,421.0,3.292161520190024,1.4728205310580968,0.0,2.0,3.0,4.0,8.0,785.0,319.7272236520578,196.46681704720416,43.084402991759745,195.3314576768843,284.8368268756057,381.8663145435599,2003.8250514931399,785.0,14.110590693946842,10.583055021894632,1.2894339344298282,6.538076049885702,10.962123674124467,18.37151514891648,60.9678684273639,421.0,0.3648002571140141,0.2761520797624181,-2.495496655,0.204503345,0.3795033449999998,0.539503345,1.0295033449999995
