,FD_count,FD_mean,FD_std,FD_min,FD_1st,FD_median,FD_3rd,FD_max,SD_count,SD_mean,SD_std,SD_min,SD_1st,SD_median,SD_3rd,SD_max,FR_count,FR_mean,FR_std,FR_min,FR_1st,FR_median,FR_3rd,FR_max,SR_count,SR_mean,SR_std,SR_min,SR_1st,SR_median,SR_3rd,SR_max,SV_count,SV_mean,SV_std,SV_min,SV_1st,SV_median,SV_3rd,SV_max,SA_count,SA_mean,SA_std,SA_min,SA_1st,SA_median,SA_3rd,SA_max,PD_count,PD_mean,PD_std,PD_min,PD_1st,PD_median,PD_3rd,PD_max
2_seg14,361.0,339.5318559556787,325.03775799323387,67.0,167.0,250.0,400.0,2698.0,406.0,38.49014778325123,18.494808119726837,17.0,17.0,33.0,50.0,100.0,141.0,3.354609929078014,1.2600155995238973,0.0,3.0,3.0,4.0,6.0,141.0,2.9290780141843973,1.6153079762559301,0.0,2.0,3.0,4.0,8.0,292.0,343.17902412730217,240.1871135341483,41.32608934104444,186.12226054905352,283.31839970514585,405.34824927837616,1533.1201775943414,292.0,14.043868270717859,9.863232597231674,1.2461103756054015,6.227335837373947,11.651716569570015,19.438326932605435,54.393259691360505,141.0,-0.056668135633582375,0.39699990365939947,-2.7849305469811,-0.1599305469811001,0.01006945301889983,0.14506945301890006,0.4650694530188999
2_seg15,376.0,345.8324468085106,337.2189573324684,67.0,167.0,250.0,400.0,2698.0,421.0,38.23277909738717,18.490872114206592,17.0,17.0,33.0,50.0,100.0,151.0,3.298013245033113,1.2899338587010576,0.0,2.5,3.0,4.0,6.0,151.0,2.8344370860927146,1.6428855248257923,0.0,2.0,3.0,4.0,8.0,307.0,354.42504821704256,261.40347833188184,41.32608934104444,188.50223089809776,290.2937326027037,405.52466817816526,1713.639248556515,307.0,14.076566172764352,9.78213213810294,1.2461103756054015,6.221231445563978,11.866651462699226,19.462892381656413,54.393259691360505,151.0,-0.036983527113550435,0.39485071926960735,-2.7849305469811,-0.12493054698109995,0.035069453018899736,0.15756945301890002,0.6100694530188999
2_seg16,399.0,349.77944862155385,343.22510666898535,67.0,167.0,250.0,400.0,2698.0,446.0,38.29372197309417,18.47382128465464,17.0,17.0,33.0,50.0,100.0,161.0,3.2857142857142856,1.291455435877345,0.0,2.0,3.0,4.0,6.0,161.0,2.819875776397516,1.635115434601499,0.0,2.0,3.0,4.0,8.0,328.0,351.30470189101374,259.0892419604291,41.32608934104444,188.8990409672421,289.3726613023408,401.02892305395693,1713.639248556515,328.0,13.900162939227595,9.629508524820896,1.2461103756054015,6.227335837373947,11.616341315887775,19.150618895685106,54.393259691360505,161.0,-0.01875042275749761,0.39197158519781056,-2.7849305469811,-0.10993054698110027,0.04006945301890008,0.17506945301889987,0.6100694530188999
2_seg17,413.0,350.82808716707024,342.250188090571,67.0,167.0,250.0,400.0,2698.0,461.0,38.38394793926247,18.33842729582448,17.0,17.0,33.0,50.0,100.0,167.0,3.287425149700599,1.2615815108506898,1.0,2.0,3.0,4.0,6.0,167.0,2.8203592814371263,1.5993424447820448,0.0,2.0,3.0,4.0,8.0,341.0,349.97543645820366,254.71706922655414,41.32608934104444,190.5282543734551,292.60788796518636,399.54062696625016,1713.639248556515,341.0,13.911086895103304,9.500253810435057,1.2461103756054015,6.366951066923461,11.782910650880256,18.72786375800879,54.393259691360505,167.0,0.006985620683570564,0.3247351731624389,-1.5499305469811002,-0.10493054698110038,0.06006945301889965,0.19506945301889989,0.6100694530188999
2_seg2,59.0,286.23728813559325,226.1090932136483,67.0,150.0,217.0,316.0,1332.0,68.0,36.26470588235294,15.676408405920618,17.0,17.0,33.0,50.0,83.0,21.0,3.523809523809524,1.5039630187955961,0.0,3.0,3.0,5.0,6.0,21.0,3.238095238095238,1.670471846657761,0.0,2.0,4.0,4.0,6.0,42.0,278.3404644379379,126.15027913507464,117.74560644760572,170.7382303004615,246.19009120271423,367.1995813686841,593.8611686196848,42.0,11.702026989060716,7.3900427671430995,2.025474171398892,5.972652057483202,11.484730869439465,15.811258363437886,29.693058430984234,21.0,-0.09207340412395723,0.751284851818156,-2.7849305469811,-0.20493054698110005,0.17006945301889995,0.3350694530189,0.4650694530188999
2_seg3,80.0,315.0,241.91404478304094,67.0,150.0,241.5,387.25,1332.0,95.0,34.736842105263165,15.208627539122007,17.0,17.0,33.0,50.0,83.0,31.0,3.290322580645161,1.442071389520338,0.0,2.5,3.0,4.0,6.0,31.0,3.0645161290322585,1.8607432900316607,0.0,2.0,3.0,4.0,8.0,54.0,260.47602226487356,118.89882022731666,88.3823252971592,168.516644808428,229.92286896228381,343.3644781536972,593.8611686196848,54.0,10.755836372749824,6.942906723261948,2.025474171398892,5.319647365142664,8.683664657810475,13.599652948232114,29.693058430984234,31.0,-0.044124095368196864,0.6262828125458357,-2.7849305469811,-0.1599305469811001,0.14006945301889973,0.24256945301889996,0.4650694530188999
2_seg4,107.0,333.89719626168227,312.3211921524644,67.0,150.0,250.0,416.0,2532.0,123.0,35.52032520325203,17.238609731273186,17.0,17.0,33.0,50.0,100.0,41.0,3.317073170731707,1.3497967326646612,0.0,3.0,3.0,4.0,6.0,41.0,3.024390243902439,1.7246420625458605,0.0,2.0,3.0,4.0,8.0,79.0,287.1333998937413,185.75748394343216,41.32608934104444,165.75688769076538,231.74899523144177,365.1909394434509,1147.7660752799045,79.0,11.606961994995553,9.1059694905797,1.3637609482544666,5.7535111637819005,8.507200991116516,15.267273363328021,47.97988194706836,41.0,-0.009198839664026922,0.546261797327538,-2.7849305469811,-0.06993054698110024,0.11006945301889992,0.20006945301889972,0.4650694530188999
2_seg5,128.0,331.6953125,341.75801999341996,67.0,150.0,250.0,387.25,2532.0,148.0,36.729729729729726,17.735238988163463,17.0,17.0,33.0,50.0,100.0,51.0,3.2156862745098036,1.3610837665653952,0.0,2.0,3.0,4.0,6.0,51.0,2.92156862745098,1.8203641092364125,0.0,2.0,3.0,4.0,8.0,91.0,287.24399153892483,215.93583429914463,41.32608934104444,165.75688769076538,226.46110213230165,357.49157298678244,1446.500397621914,91.0,11.564079768046494,8.811159496811321,1.2461103756054015,5.8860638791748725,8.794041714883312,14.841144421250458,47.97988194706836,51.0,-0.01591093913796283,0.5020059955895378,-2.7849305469811,-0.07993054698110003,0.11006945301889992,0.18506945301889988,0.4650694530188999
2_seg6,155.0,328.40645161290325,322.53270642115217,67.0,150.0,250.0,374.5,2532.0,180.0,37.88333333333333,17.71350997838062,17.0,17.0,33.0,50.0,100.0,61.0,3.262295081967213,1.3153154164719365,0.0,2.0,3.0,4.0,6.0,61.0,2.9836065573770494,1.7463466940892016,0.0,2.0,3.0,4.0,8.0,114.0,298.27580710311577,204.42014593578472,41.32608934104444,176.33582132373772,238.79105031986361,376.4418610833319,1446.500397621914,114.0,12.63922789506078,9.645903961572966,1.2461103756054015,5.969067055694866,9.337632496345217,17.059774700128447,50.32968017349261,61.0,-0.0181272682925755,0.4685874454027456,-2.7849305469811,-0.08993054698109981,0.0950694530188998,0.17006945301889995,0.4650694530188999
2_seg7,179.0,334.8268156424581,317.1436390915123,67.0,167.0,250.0,408.0,2532.0,204.0,38.078431372549026,17.35357391365098,17.0,17.0,33.0,50.0,100.0,71.0,3.2535211267605635,1.2952474651493648,0.0,2.0,3.0,4.0,6.0,71.0,2.915492957746478,1.6966056775072096,0.0,2.0,3.0,4.0,8.0,137.0,309.3014032970418,201.20704709969203,41.32608934104444,181.42913834664918,258.2523551176412,381.64690668991545,1446.500397621914,137.0,13.09513101904964,9.554638687988296,1.2461103756054015,6.140374909085913,11.350623701776275,17.39015392258684,50.32968017349261,71.0,-0.027324913178283176,0.4467700424434808,-2.7849305469811,-0.10743054698109987,0.08006945301890013,0.15756945301890002,0.4650694530188999
2_seg8,205.0,335.3609756097561,310.5462398694964,67.0,167.0,250.0,400.0,2532.0,235.0,37.60425531914893,17.453992728219973,17.0,17.0,33.0,50.0,100.0,81.0,3.2839506172839505,1.2770529345061872,0.0,2.0,3.0,4.0,6.0,81.0,2.938271604938272,1.7200703402211903,0.0,2.0,3.0,4.0,8.0,157.0,309.5209340135533,199.82067669283973,41.32608934104444,177.94601563687704,252.13111101968568,387.7070147211891,1446.500397621914,157.0,13.0556155808795,9.889670987650566,1.2461103756054015,6.002433859059229,9.518902470065273,17.20865251186069,50.32968017349261,81.0,-0.016041658092211194,0.4282238024678217,-2.7849305469811,-0.10993054698110027,0.08006945301890013,0.17006945301889995,0.4650694530188999
2_seg9,228.0,342.2236842105263,310.81121366178,67.0,167.0,250.0,416.0,2532.0,259.0,37.656370656370655,17.340459587761636,17.0,17.0,33.0,50.0,100.0,91.0,3.2857142857142856,1.258621064549209,0.0,2.0,3.0,4.0,6.0,91.0,2.879120879120879,1.672225163169421,0.0,2.0,3.0,4.0,8.0,175.0,315.6868999535868,213.46787800227423,41.32608934104444,180.00765743547427,258.09128076150444,394.10684108036753,1533.1201775943414,175.0,13.181931116354413,9.699734211971677,1.2461103756054015,6.1347545881013525,10.203849746763904,17.574140826698805,50.32968017349261,91.0,-0.019271206321759438,0.4170319790503739,-2.7849305469811,-0.11743054698110013,0.07506945301890022,0.18506945301889988,0.4650694530188999
3_seg1,22.0,423.95454545454544,441.694839418383,83.0,187.25,233.0,487.0,1749.0,23.0,34.08695652173913,14.49424037169831,17.0,17.0,33.0,50.0,50.0,11.0,2.727272727272727,1.3483997249264843,0.0,2.0,3.0,4.0,4.0,11.0,2.090909090909091,1.3751033019046572,0.0,1.5,2.0,3.0,4.0,14.0,262.7914941423544,129.07467094038282,71.95446712641576,161.0713410551642,274.5942494099625,341.0605542992994,525.0049784998378,14.0,9.8540155790593,5.546181474144396,1.3039283501602763,4.9553851618182465,9.779839642037947,13.98390414847941,19.151146025987106,11.0,-0.19220327425382736,1.0425122628448156,-2.7849305469811,-0.6449305469811,0.29506945301890003,0.5075694530188999,0.6050694530188996
3_seg10,221.0,420.7963800904977,357.7830973007381,83.0,183.0,300.0,550.0,1982.0,224.0,31.47767857142857,12.259505032630775,17.0,17.0,33.0,33.0,100.0,101.0,3.00990099009901,1.19578467547423,0.0,2.0,3.0,4.0,6.0,101.0,2.277227722772277,1.3275451923093848,0.0,1.0,2.0,3.0,6.0,192.0,287.018524721772,174.54332845508742,45.13638422787529,194.55358544182758,256.960245034295,328.1166336622322,1369.6343499572686,192.0,8.925114714509432,5.499791416259079,1.3039283501602763,4.996984252042145,7.608511183933675,11.101166015835583,32.530244770537834,101.0,0.4029902450981078,0.4636255317207696,-2.7849305469811,0.3150694530189,0.4800694530189,0.6600694530189002,0.8950694530188996
3_seg11,235.0,429.32340425531913,367.2205572918859,83.0,183.0,300.0,550.0,1982.0,238.0,31.51680672268908,12.315718880037274,17.0,17.0,33.0,33.0,100.0,111.0,2.927927927927928,1.1962951270995092,0.0,2.0,3.0,4.0,6.0,111.0,2.216216216216216,1.337605767477544,0.0,1.0,2.0,3.0,6.0,204.0,292.9668002582834,188.23070651684856,45.13638422787529,185.573496184178,256.960245034295,329.8913140023773,1369.6343499572686,204.0,9.085575967404498,5.7052677310448745,1.3039283501602763,5.005118938412488,7.660461064191844,11.463309840422935,32.530244770537834,111.0,0.40849287644232335,0.4459963218264463,-2.7849305469811,0.3300694530189001,0.4850694530188999,0.6575694530188998,0.8950694530188996
3_seg12,256.0,430.15234375,372.35961459685797,67.0,179.0,300.0,550.0,1982.0,260.0,31.976923076923075,12.229128707785726,17.0,17.0,33.0,33.0,100.0,121.0,2.9256198347107434,1.2190521540401678,0.0,2.0,3.0,4.0,6.0,121.0,2.2148760330578514,1.3675197230158933,0.0,1.0,2.0,3.0,6.0,223.0,287.76059772315125,182.1266814308001,45.13638422787529,184.02659151394627,254.06495485488045,321.0666055590725,1369.6343499572686,223.0,8.992384650267192,5.51880157406222,1.3039283501602763,5.070581803689977,7.621314483673941,11.397016458801241,32.530244770537834,121.0,0.4259785439279909,0.4320633634086556,-2.7849305469811,0.3500694530188997,0.5050694530188999,0.6600694530189002,0.8950694530188996
3_seg13,279.0,429.86021505376345,378.2333486108707,67.0,167.0,300.0,550.0,2115.0,284.0,32.144366197183096,12.399857657041702,17.0,17.0,33.0,33.0,100.0,131.0,2.9541984732824433,1.2144172101486967,0.0,2.0,3.0,4.0,6.0,131.0,2.2290076335877864,1.3562668531171722,0.0,1.0,2.0,3.0,6.0,244.0,289.52307921862695,187.68164582548485,45.13638422787529,184.11896817402692,253.5469629210641,317.5329674868324,1369.6343499572686,244.0,9.023969107457344,5.490341439447748,1.3039283501602763,5.239591463972609,7.5832868824420085,11.463309840422935,32.530244770537834,131.0,0.40770304080515946,0.429959447213104,-2.7849305469811,0.3300694530189001,0.4900694530189002,0.6450694530188998,0.8950694530188996
3_seg14,303.0,423.1353135313532,368.7873157778431,67.0,175.0,283.0,550.0,2115.0,308.0,32.451298701298704,12.660728154250407,17.0,17.0,33.0,33.0,100.0,141.0,2.964539007092198,1.1917055455925971,0.0,2.0,3.0,4.0,6.0,141.0,2.24822695035461,1.3424712200628597,0.0,1.0,2.0,3.0,6.0,265.0,284.7237072707166,183.55065984061702,45.13638422787529,181.1299854663684,245.49175422013823,316.36862884878843,1369.6343499572686,265.0,8.953599334320351,5.4520752839932465,1.3039283501602763,5.113321135233875,7.392060658799019,11.351015815055082,32.530244770537834,141.0,0.3752467579834389,0.4352340960200604,-2.7849305469811,0.2350694530188999,0.4750694530188997,0.6150694530188998,0.8950694530188996
3_seg15,326.0,420.8220858895705,361.10191052891935,67.0,183.0,283.0,550.0,2115.0,332.0,33.01506024096385,13.019497892545765,17.0,17.0,33.0,33.0,100.0,151.0,2.9735099337748343,1.1658874723720103,0.0,2.0,3.0,4.0,6.0,151.0,2.264900662251656,1.3201110395466331,0.0,1.0,2.0,3.0,6.0,287.0,285.0630097615023,179.76107894233763,45.13638422787529,181.24301437848567,247.7213225164466,320.1223456606442,1369.6343499572686,287.0,9.209533966304496,5.815646332251682,1.3039283501602763,5.212276700872847,7.699607644709747,11.48360257829848,33.478797252881826,151.0,0.3623542212308205,0.4282790115097624,-2.7849305469811,0.1775694530188998,0.4600694530189,0.6100694530188999,0.8950694530188996
3_seg16,336.0,420.34226190476187,357.1065296965087,67.0,183.0,300.0,550.0,2115.0,343.0,32.97667638483965,13.087181064672727,17.0,17.0,33.0,33.0,100.0,155.0,2.9935483870967743,1.1310079069708128,1.0,2.0,3.0,4.0,6.0,155.0,2.2774193548387096,1.2920108352193709,0.0,1.0,2.0,3.0,6.0,294.0,283.9903110862022,177.94437562229527,45.13638422787529,181.97749201639843,246.60653836829243,319.65237346174,1369.6343499572686,294.0,9.195818870778117,5.795899801768732,1.3039283501602763,5.184961937773085,7.660461064191844,11.503895316174024,33.478797252881826,155.0,0.3744888078576096,0.35001528484190186,-1.0899305469811005,0.1775694530188998,0.4600694530189,0.6075694530189,0.8950694530188996
3_seg2,42.0,439.78571428571433,451.82543227927687,83.0,183.0,233.0,491.0,1849.0,44.0,29.97727272727273,13.551776055169723,17.0,17.0,33.0,37.25,50.0,21.0,2.761904761904762,1.4108423691100969,0.0,2.0,3.0,4.0,6.0,21.0,2.142857142857143,1.5259657363687524,0.0,1.0,2.0,3.0,6.0,28.0,260.31573270535,144.5557498007953,45.13638422787529,145.2341825093911,253.81909548789756,333.21834075274717,677.8934149440919,28.0,8.444913303634554,5.261091457751019,1.3039283501602763,4.171777203206244,7.628504680315047,11.715823887898976,19.151146025987106,21.0,0.14887897682842371,0.8328593890356053,-2.7849305469811,0.2350694530188999,0.4450694530188999,0.5600694530188997,0.7950694530189
3_seg3,68.0,392.4117647058823,392.9160874790245,83.0,167.0,233.0,416.0,1849.0,71.0,30.95774647887324,12.545274146885875,17.0,17.0,33.0,33.0,67.0,31.0,2.967741935483871,1.4255728899344744,0.0,2.0,3.0,4.0,6.0,31.0,2.3548387096774195,1.5821585908029614,0.0,1.0,2.0,3.0,6.0,51.0,259.761981581113,123.05492676221981,45.13638422787529,176.09760414596215,254.6092199885473,313.67379210657924,677.8934149440919,51.0,8.597947677218366,4.8019602297234085,1.3039283501602763,4.545193034620151,7.867721120451164,11.6145224907556,19.213675070813387,31.0,0.2453920336640612,0.7094973989661869,-2.7849305469811,0.2000694530189,0.4450694530188999,0.5950694530188998,0.8300694530189001
3_seg4,88.0,412.25,365.1821542013334,83.0,183.0,274.5,516.0,1849.0,90.0,30.155555555555555,12.049440390857745,17.0,17.0,33.0,33.0,67.0,41.0,2.9512195121951224,1.3219534695327806,0.0,2.0,3.0,4.0,6.0,41.0,2.2439024390243905,1.462540389269268,0.0,1.0,2.0,3.0,6.0,71.0,271.3828683490979,134.6355150994569,45.13638422787529,191.5925080142408,258.35963102968935,313.67379210657924,701.8438242499692,71.0,8.302654322379807,4.520755216716542,1.3039283501602763,4.464086603859496,7.803651882013733,10.718496641442195,19.213675070813387,41.0,0.3205572578969487,0.6452187660767167,-2.7849305469811,0.2350694530188999,0.4800694530189,0.6600694530189002,0.8950694530188996
3_seg5,110.0,413.2363636363637,350.2814576636705,83.0,183.0,291.5,516.0,1849.0,112.0,30.767857142857146,12.141049528565631,17.0,17.0,33.0,33.0,67.0,51.0,2.980392156862745,1.2568245076928022,0.0,2.0,3.0,4.0,6.0,51.0,2.2549019607843137,1.4260874763478144,0.0,1.0,2.0,3.0,6.0,90.0,271.20887571947355,135.85726527395047,45.13638422787529,184.9999738680927,253.5469629210641,315.7387934543449,701.8438242499692,90.0,8.76898230175368,5.450497568217175,1.3039283501602763,4.425372820529257,7.699679883103572,11.34374069886361,30.40282545811996,51.0,0.3758537667443901,0.5897087183932586,-2.7849305469811,0.3300694530188999,0.5350694530189002,0.6475694530189,0.8950694530188996
3_seg6,129.0,424.2945736434109,343.0782391429827,83.0,183.0,316.0,550.0,1849.0,131.0,30.984732824427482,11.679689624975504,17.0,17.0,33.0,33.0,67.0,61.0,2.9344262295081966,1.1953918807796378,0.0,2.0,3.0,4.0,6.0,61.0,2.19672131147541,1.3393987722251546,0.0,1.0,2.0,3.0,6.0,109.0,267.32118240196894,127.3962380510569,45.13638422787529,187.3658609700481,250.61577729641758,311.56021521102286,701.8438242499692,109.0,8.609619420635022,5.0847867895505425,1.3039283501602763,4.694864723410117,7.699607644709747,10.555801317320132,30.40282545811996,61.0,0.4119546989205393,0.5503704539780655,-2.7849305469811,0.37006945301890015,0.5500694530188999,0.6900694530189,0.8950694530188996
3_seg7,155.0,412.46451612903223,333.7004893461526,83.0,183.0,300.0,550.0,1849.0,157.0,30.93630573248408,11.54738372447575,17.0,17.0,33.0,33.0,67.0,71.0,3.0281690140845066,1.2302361095789176,0.0,2.0,3.0,4.0,6.0,71.0,2.2535211267605635,1.338638005683975,0.0,1.0,2.0,3.0,6.0,133.0,282.97113692348125,172.28837016701897,45.13638422787529,186.02754663420143,257.6802530830198,316.36862884878843,1369.6343499572686,133.0,8.828011317914523,5.502691857051595,1.3039283501602763,4.886280536284653,7.699607644709747,10.634594649578656,32.530244770537834,71.0,0.3975342417512943,0.5221506851744705,-2.7849305469811,0.35756945301890003,0.5300694530188998,0.6725694530188999,0.8950694530188996
3_seg8,179.0,416.7206703910615,352.7015642816729,83.0,183.0,283.0,550.0,1982.0,179.0,31.11173184357542,11.162176644064818,17.0,17.0,33.0,33.0,67.0,81.0,3.0493827160493834,1.2339087746659114,0.0,2.0,3.0,4.0,6.0,81.0,2.2592592592592595,1.330204662615661,0.0,1.0,2.0,3.0,6.0,154.0,282.7018243556921,168.85760803640474,45.13638422787529,186.3621252181631,258.0199420563546,318.9967326058365,1369.6343499572686,154.0,8.838108601264306,5.332119876967702,1.3039283501602763,4.994875858666216,7.7516297633617395,10.760447637373968,32.530244770537834,81.0,0.4143904406732209,0.4938969737495993,-2.7849305469811,0.3650694530188998,0.5100694530188998,0.6750694530188999,0.8950694530188996
